type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,746,30,52:94,E3,E3,0.6634
noteOn,746,104,67:87,G4,G4,0.6634
noteOn,748,70,64:85,E4,E4,0.5613
noteOn,749,51,55:92,G3,G3,0.5103
noteOn,752,30,40:90,E2,E2,0.4593
noteOn,753,52,59:78,B3,B3,0.4593
noteOn,817,1,58:3,A#3,Bb3,0.4082
noteOn,1057,132,52:88,E3,E3,0.3572
noteOn,1059,459,67:96,G4,G4,0.3062
noteOn,1061,136,40:83,E2,E2,0.2552
noteOn,1064,329,55:94,G3,G3,0.2041
noteOn,1066,164,64:88,E4,E4,0.1531
noteOn,1070,183,59:84,B3,B3,0.1021
noteOn,1137,1,58:3,A#3,Bb3,0.1531
noteOn,1485,90,66:92,F#4,Gb4,0.3062
noteOn,1508,51,42:28,F#2,Gb2,0.2552
noteOn,1606,93,55:80,G3,G3,0.4593
noteOn,1608,65,52:90,E3,E3,0.4082
noteOn,1608,120,64:90,E4,E4,0.4082
noteOn,1614,95,40:81,E2,E2,0.3062
noteOn,1910,307,69:91,A4,A4,0.2552
noteOn,1911,112,50:86,D3,D3,0.2041
noteOn,1913,103,38:77,D2,D2,0.1531
noteOn,1914,266,57:77,A3,A3,0.1021
noteOn,1915,314,66:85,F#4,Gb4,0.051
noteOn,2526,127,62:29,D4,D4,0.3572
noteOn,2543,135,66:43,F#4,Gb4,0.3062
noteOn,2543,175,69:49,A4,A4,0.3062
noteOn,2847,297,69:55,A4,A4,0.2041
noteOn,2865,356,60:44,C4,C4,0.1531
noteOn,2866,290,66:41,F#4,Gb4,0.1021
noteOn,2871,184,62:29,D4,D4,0.051
noteOn,3263,128,59:39,B3,B3,0.3572
noteOn,3265,160,67:53,G4,G4,0.3062
noteOn,3275,92,62:34,D4,D4,0.2552
noteOn,3418,258,57:44,A3,A3,0.4082
noteOn,3419,150,69:54,A4,A4,0.3572
noteOn,3422,223,60:33,C4,C4,0.3062
noteOn,3430,65,66:45,F#4,Gb4,0.2552
noteOn,3697,258,71:51,B4,B4,0.2041
noteOn,3710,244,67:45,G4,G4,0.1531
noteOn,3721,197,55:34,G3,G3,0.1021
noteOn,3728,197,59:51,B3,B3,0.051
noteOn,4207,125,71:97,B4,B4,0.6124
noteOn,4208,106,59:93,B3,B3,0.5613
noteOn,4210,77,62:70,D4,D4,0.5103
noteOn,4210,89,67:87,G4,G4,0.5103
noteOn,4214,60,55:95,G3,G3,0.4082
noteOn,4217,93,43:86,G2,G2,0.3572
noteOn,4495,358,71:97,B4,B4,0.3062
noteOn,4496,65,43:84,G2,G2,0.2552
noteOn,4499,148,62:75,D4,D4,0.2041
noteOn,4500,277,59:96,B3,B3,0.1531
noteOn,4501,42,55:94,G3,G3,0.1021
noteOn,4503,151,67:88,G4,G4,0.051
noteOn,4906,70,69:98,A4,A4,0.2552
noteOn,5025,51,43:86,G2,G2,0.4593
noteOn,5031,83,67:95,G4,G4,0.4082
noteOn,5033,58,31:78,G1,G1,0.3572
noteOn,5036,67,59:85,B3,B3,0.3062
noteOn,5332,158,42:84,F#2,Gb2,0.2552
noteOn,5332,323,73:90,C#5,Db5,0.2552
noteOn,5333,162,30:79,F#1,Gb1,0.1531
noteOn,5333,340,70:92,A#4,Bb4,0.1531
noteOn,5339,299,61:83,C#4,Db4,0.051
noteOn,5947,160,73:57,C#5,Db5,0.3572
noteOn,5959,122,70:45,A#4,Bb4,0.3062
noteOn,5972,128,66:42,F#4,Gb4,0.2552
noteOn,6296,317,73:64,C#5,Db5,0.2041
noteOn,6302,184,66:41,F#4,Gb4,0.1531
noteOn,6302,324,70:55,A#4,Bb4,0.1531
noteOn,6308,364,64:47,E4,E4,0.051
noteOn,6695,184,71:51,B4,B4,0.3572
noteOn,6702,119,66:47,F#4,Gb4,0.3062
noteOn,6705,168,62:36,D4,D4,0.2552
noteOn,6873,312,73:51,C#5,Db5,0.3572
noteOn,6882,185,70:37,A#4,Bb4,0.3062
noteOn,6898,333,61:38,C#4,Db4,0.3062
noteOn,6902,305,64:37,E4,E4,0.2552
noteOn,7223,332,74:42,D5,D5,0.2041
noteOn,7235,308,71:30,B4,B4,0.1531
noteOn,7250,305,62:16,D4,D4,0.1021
