type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval,tempo,timeSignature,keySignature
ticksPerQuarter,0,0,384,384,,,,,,
keySignature,0,0,0:0,C Major,,,,,,
timeSignature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,384,632,62:89,D4,D4,0.051,M3,120,4/4,C Major
note,1282,46,58:74,A#3,Bb3,0.1021,P4,120,4/4,C Major
note,1625,480,63:90,D#4,Eb4,0.051,m3,120,4/4,C Major
note,2233,626,60:81,C4,C4,0.051,m3,120,4/4,C Major
note,3129,43,57:80,A3,A3,0.1021,P4,120,4/4,C Major
note,3456,539,62:91,D4,D4,0.051,M3,120,4/4,C Major
note,4089,600,58:77,A#3,Bb3,0.051,m3,120,4/4,C Major
note,4975,38,55:77,G3,G3,0.1021,P4,120,4/4,C Major
note,5278,43,60:94,C4,C4,0.1021,P1,120,4/4,C Major
note,5584,41,60:85,C4,C4,0.1021,P1,120,4/4,C Major
note,5883,37,60:77,C4,C4,0.1021,P1,120,4/4,C Major
note,6177,38,60:71,C4,C4,0.1021,P1,120,4/4,C Major
note,6453,41,60:70,C4,C4,0.1021,P1,120,4/4,C Major
note,6720,52,60:75,C4,C4,0.1021,P1,120,4/4,C Major
note,7015,295,60:68,C4,C4,0.1021,M2,120,4/4,C Major
note,7319,119,58:51,A#3,Bb3,0.2041,m2,120,4/4,C Major
note,7458,123,57:54,A3,A3,0.2041,m7,120,4/4,C Major
note,7596,556,67:86,G4,G4,0.2041,M6,120,4/4,C Major
note,7599,117,58:55,A#3,Bb3,0.1531,m3,120,4/4,C Major
note,7741,130,55:53,G3,G3,0.1531,m3,120,4/4,C Major
note,7880,121,58:59,A#3,Bb3,0.1531,M2,120,4/4,C Major
note,8018,103,60:60,C4,C4,0.1531,M2,120,4/4,C Major
note,8155,100,62:64,D4,D4,0.2041,m2,120,4/4,C Major
note,8283,105,61:63,C#4,Db4,0.1531,M3,120,4/4,C Major
note,8418,46,65:84,F4,F4,0.2041,m3,120,4/4,C Major
note,8420,37,62:73,D4,D4,0.1531,m6,120,4/4,C Major
note,8723,520,70:91,A#4,Bb4,0.1531,m6,120,4/4,C Major
note,8740,258,62:78,D4,D4,0.1021,P5,120,4/4,C Major
note,9019,309,55:60,G3,G3,0.1021,P1,120,4/4,C Major
note,9314,423,67:84,G4,G4,0.1531,P1,120,4/4,C Major
note,9443,132,55:61,G3,G3,0.1531,M2,120,4/4,C Major
note,9589,116,57:63,A3,A3,0.1531,m2,120,4/4,C Major
note,9714,106,58:71,A#3,Bb3,0.1531,M2,120,4/4,C Major
note,9854,88,60:68,C4,C4,0.2041,M2,120,4/4,C Major
note,9988,119,58:64,A#3,Bb3,0.1531,d5,120,4/4,C Major
note,10100,50,64:85,E4,E4,0.2041,M3,120,4/4,C Major
note,10125,26,60:70,C4,C4,0.1531,M6,120,4/4,C Major
note,10412,503,69:97,A4,A4,0.1531,M6,120,4/4,C Major
note,10432,230,60:74,C4,C4,0.1021,P5,120,4/4,C Major
note,10696,299,53:59,F3,F3,0.1021,P1,120,4/4,C Major
note,10989,478,65:87,F4,F4,0.1531,P1,120,4/4,C Major
note,11117,114,53:69,F3,F3,0.1531,M2,120,4/4,C Major
note,11251,90,55:62,G3,G3,0.2041,M2,120,4/4,C Major
note,11378,131,57:61,A3,A3,0.1531,m2,120,4/4,C Major
note,11520,101,58:64,A#3,Bb3,0.2041,m2,120,4/4,C Major
note,11634,132,57:55,A3,A3,0.1531,P4,120,4/4,C Major
note,11780,52,62:86,D4,D4,0.1531,M3,120,4/4,C Major
note,11781,398,58:59,A#3,Bb3,0.1021,M6,120,4/4,C Major
note,12054,42,67:89,G4,G4,0.2041,m7,120,4/4,C Major
note,12196,126,57:50,A3,A3,0.2041,m7,120,4/4,C Major
note,12327,35,67:95,G4,G4,0.2552,M6,120,4/4,C Major
note,12338,94,58:64,A#3,Bb3,0.2041,m2,120,4/4,C Major
note,12457,118,57:58,A3,A3,0.2041,m7,120,4/4,C Major
note,12595,36,67:94,G4,G4,0.2552,P1,120,4/4,C Major
note,12613,92,55:64,G3,G3,0.2552,M2,120,4/4,C Major
note,12740,99,53:56,F3,F3,0.2041,M2,120,4/4,C Major
note,12855,35,67:89,G4,G4,0.2552,P1,120,4/4,C Major
note,12876,70,55:55,G3,G3,0.2041,M2,120,4/4,C Major
