type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,797,576,68:58,G#4,Ab4,0.2552
noteOn,833,251,64:38,E4,E4,0.2041
noteOn,846,522,52:32,E3,E3,0.1531
noteOn,856,2020,40:29,E2,E2,0.1021
noteOn,1119,257,59:45,B3,B3,0.2041
noteOn,1320,284,69:59,A4,A4,0.3062
noteOn,1345,266,51:48,D#3,Eb3,0.2552
noteOn,1350,233,66:46,F#4,Gb4,0.2041
noteOn,1551,433,71:70,B4,B4,0.2041
noteOn,1576,201,68:60,G#4,Ab4,0.1531
noteOn,1580,460,50:46,D3,D3,0.1021
noteOn,1783,223,64:48,E4,E4,0.2041
noteOn,1991,354,73:74,C#5,Db5,0.2552
noteOn,2004,585,69:65,A4,A4,0.2041
noteOn,2017,322,49:51,C#3,Db3,0.1531
noteOn,2299,537,76:73,E5,E5,0.1531
noteOn,2328,564,47:42,B2,B2,0.1021
noteOn,2576,226,66:49,F#4,Gb4,0.1531
noteOn,2832,352,74:68,D5,D5,0.1021
noteOn,2854,47,71:47,B4,B4,0.1021
noteOn,3237,323,71:47,B4,B4,0.2041
noteOn,3253,262,68:36,G#4,Ab4,0.1531
noteOn,3260,328,40:38,E2,E2,0.1021
noteOn,3285,308,52:20,E3,E3,0.051
noteOn,3960,422,69:38,A4,A4,0.1531
noteOn,4248,607,81:75,A5,A5,0.1531
noteOn,4310,458,66:41,F#4,Gb4,0.1021
noteOn,4528,508,69:48,A4,A4,0.1531
noteOn,4715,317,80:79,G#5,Ab5,0.2552
noteOn,4753,230,64:55,E4,E4,0.2041
noteOn,4958,456,78:82,F#5,Gb5,0.2041
noteOn,4981,438,62:54,D4,D4,0.1531
noteOn,4995,353,57:45,A3,A3,0.1531
noteOn,5190,600,69:43,A4,A4,0.1531
noteOn,5377,381,76:80,E5,E5,0.2552
noteOn,5412,52,61:57,C#4,Db4,0.2041
noteOn,5673,470,78:81,F#5,Gb5,0.2041
noteOn,5704,560,61:50,C#4,Db4,0.1531
noteOn,5719,456,49:46,C#3,Db3,0.1021
noteOn,5978,258,69:54,A4,A4,0.1531
noteOn,6178,588,76:76,E5,E5,0.2552
noteOn,6205,56,50:47,D3,D3,0.2041
noteOn,6502,286,61:50,C#4,Db4,0.3062
noteOn,6504,303,69:53,A4,A4,0.2552
noteOn,6516,863,52:40,E3,E3,0.2041
noteOn,6776,455,73:64,C#5,Db5,0.1531
noteOn,6801,420,57:44,A3,A3,0.1021
noteOn,6804,270,64:35,E4,E4,0.051
noteOn,7198,188,71:55,B4,B4,0.2041
noteOn,7227,72,64:18,E4,E4,0.1531
noteOn,7237,132,56:38,G#3,Ab3,0.1021
noteOn,7299,234,64:10,E4,E4,0.1021
noteOn,7666,626,68:55,G#4,Ab4,0.2552
noteOn,7695,284,64:34,E4,E4,0.2041
noteOn,7735,1901,40:40,E2,E2,0.1531
noteOn,7741,527,52:31,E3,E3,0.1021
noteOn,8007,251,59:42,B3,B3,0.2041
noteOn,8215,270,69:63,A4,A4,0.3062
noteOn,8241,318,51:46,D#3,Eb3,0.2552
noteOn,8241,252,66:44,F#4,Gb4,0.2552
noteOn,8443,395,71:77,B4,B4,0.2041
noteOn,8473,197,68:62,G#4,Ab4,0.1531
noteOn,8477,463,50:49,D3,D3,0.1021
noteOn,8687,208,64:51,E4,E4,0.2041
noteOn,8875,363,73:83,C#5,Db5,0.2552
noteOn,8899,602,69:65,A4,A4,0.2041
noteOn,8911,336,49:48,C#3,Db3,0.1531
noteOn,9186,689,76:87,E5,E5,0.2041
noteOn,9204,287,47:56,B2,B2,0.1531
noteOn,9493,208,52:58,E3,E3,0.3572
noteOn,9493,219,68:66,G#4,Ab4,0.3572
noteOn,9823,373,74:79,D5,D5,0.2552
noteOn,9835,263,68:52,G#4,Ab4,0.2041
noteOn,9839,348,71:60,B4,B4,0.1531
noteOn,9860,404,41:51,F2,F2,0.1021
noteOn,9862,233,53:47,F3,F3,0.051
noteOn,10463,1103,73:50,C#5,Db5,0.2041
noteOn,10492,1000,54:33,F#3,Gb3,0.1531
noteOn,10499,983,69:32,A4,A4,0.1021
noteOn,10513,1054,42:33,F#2,Gb2,0.051
noteOn,12028,575,73:52,C#5,Db5,0.2552
