type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512821,116.99988885010559,,
noteOn,1655,3060,41:21,F2,F2,0.0913
noteOn,1680,3009,29:26,F1,F1,0.0456
noteOn,2815,199,48:35,C3,C3,0.0456
noteOn,3749,561,48:35,C3,C3,0.0913
noteOn,4066,1270,57:40,A3,A3,0.0456
noteOn,5415,3536,41:32,F2,F2,0.0913
noteOn,5430,3405,29:35,F1,F1,0.0456
noteOn,6680,514,57:34,A3,A3,0.0456
noteOn,7701,482,57:37,A3,A3,0.0913
noteOn,8060,666,63:42,D#4,Eb4,0.0456
noteOn,10503,220,64:35,E4,E4,0.1826
noteOn,10520,631,40:29,E2,E2,0.1369
noteOn,10533,270,56:28,G#3,Ab3,0.0913
noteOn,10543,342,52:23,E3,E3,0.0456
noteOn,11616,404,59:30,B3,B3,0.2282
noteOn,11621,274,64:40,E4,E4,0.1826
noteOn,11629,596,40:28,E2,E2,0.1369
noteOn,11630,398,56:33,G#3,Ab3,0.0913
noteOn,11644,266,52:31,E3,E3,0.0456
noteOn,12933,2286,59:25,B3,B3,0.2282
noteOn,12946,2324,56:21,G#3,Ab3,0.1826
noteOn,12949,2106,64:29,E4,E4,0.1369
noteOn,12950,1831,40:23,E2,E2,0.0913
noteOn,12961,1600,52:20,E3,E3,0.0456
noteOn,16304,3075,52:34,E3,E3,0.0913
noteOn,16308,2980,40:28,E2,E2,0.0456
noteOn,17510,395,59:28,B3,B3,0.0456
noteOn,18324,796,59:37,B3,B3,0.0913
noteOn,18633,777,67:43,G4,G4,0.0456
noteOn,19866,3425,52:46,E3,E3,0.0913
noteOn,19879,3872,40:36,E2,E2,0.0456
noteOn,21091,624,61:39,C#4,Db4,0.0456
noteOn,22121,719,61:48,C#4,Db4,0.0913
noteOn,22529,656,70:54,A#4,Bb4,0.0456
noteOn,24929,139,71:39,B4,B4,0.2739
noteOn,24955,171,66:32,F#4,Gb4,0.2282
noteOn,24970,595,47:28,B2,B2,0.1826
noteOn,24971,127,59:34,B3,B3,0.1369
noteOn,24978,573,39:29,D#2,Eb2,0.0913
noteOn,24985,559,51:22,D#3,Eb3,0.0456
noteOn,26050,129,71:42,B4,B4,0.2282
noteOn,26080,79,66:36,F#4,Gb4,0.1826
noteOn,26081,108,59:32,B3,B3,0.1369
noteOn,26106,798,39:19,D#2,Eb2,0.0913
noteOn,26106,798,47:19,B2,B2,0.0913
noteOn,27351,2529,71:34,B4,B4,0.2282
noteOn,27356,2539,66:28,F#4,Gb4,0.1826
noteOn,27359,1715,39:22,D#2,Eb2,0.1369
noteOn,27384,545,47:13,B2,B2,0.0913
noteOn,27386,2069,59:24,B3,B3,0.0456
noteOn,30649,2831,50:34,D3,D3,0.0913
noteOn,30674,2894,38:26,D2,D2,0.0456
noteOn,31710,448,65:35,F4,F4,0.0456
noteOn,32564,585,65:44,F4,F4,0.0913
noteOn,32884,1417,71:53,B4,B4,0.0456
