type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512820,117.000117000117,,
noteOn,1502,161,48:91,C3,C3,0.2041
noteOn,1508,1630,36:88,C2,C2,0.1531
noteOn,1791,1312,48:52,C3,C3,0.3062
noteOn,1869,104,55:61,G3,G3,0.3572
noteOn,1952,54,60:58,C4,C4,0.4082
noteOn,2016,34,64:50,E4,E4,0.4082
noteOn,2080,54,60:64,C4,C4,0.4593
noteOn,2142,63,67:68,G4,G4,0.4593
noteOn,2197,55,72:75,C5,C5,0.4593
noteOn,2247,39,76:83,E5,E5,0.5103
noteOn,2306,46,72:64,C5,C5,0.5103
noteOn,2326,26,74:57,D5,D5,0.4593
noteOn,2348,57,79:82,G5,G5,0.4593
noteOn,2402,52,84:83,C6,C6,0.4593
noteOn,2453,30,88:81,E6,E6,0.4593
noteOn,2508,52,84:72,C6,C6,0.4593
noteOn,2565,64,91:78,G6,G6,0.4593
noteOn,2620,40,96:60,C7,C7,0.4593
noteOn,2628,23,95:49,B6,B6,0.4082
noteOn,2648,79,100:93,E7,E7,0.4082
noteOn,2720,67,96:75,C7,C7,0.4082
noteOn,2760,43,91:82,G6,G6,0.3572
noteOn,2814,45,84:68,C6,C6,0.3572
noteOn,2882,62,88:81,E6,E6,0.4593
noteOn,2927,69,84:76,C6,C6,0.4082
noteOn,2978,47,79:79,G5,G5,0.4082
noteOn,3029,52,72:71,C5,C5,0.4082
noteOn,3094,62,76:88,E5,E5,0.4082
noteOn,3152,76,72:75,C5,C5,0.4082
noteOn,3219,36,67:50,G4,G4,0.3572
noteOn,3235,20,65:65,F4,F4,0.3062
noteOn,3251,56,60:68,C4,C4,0.2552
noteOn,3329,66,64:82,E4,E4,0.3062
noteOn,3388,226,60:74,C4,C4,0.2552
noteOn,3444,74,55:80,G3,G3,0.2552
noteOn,3514,182,48:84,C3,C3,0.2552
noteOn,3659,573,41:94,F2,F2,0.3062
noteOn,3661,986,29:92,F1,F1,0.2552
noteOn,3806,48,48:67,C3,C3,0.3572
noteOn,3878,70,57:69,A3,A3,0.3572
noteOn,3937,63,60:67,C4,C4,0.3572
noteOn,4008,29,65:72,F4,F4,0.4082
noteOn,4051,60,60:67,C4,C4,0.3572
noteOn,4115,65,69:69,A4,A4,0.4082
noteOn,4178,46,72:77,C5,C5,0.4082
noteOn,4225,31,77:80,F5,F5,0.4082
noteOn,4265,62,72:69,C5,C5,0.4082
noteOn,4326,68,81:74,A5,A5,0.5103
noteOn,4384,48,84:83,C6,C6,0.5103
noteOn,4439,40,89:83,F6,F6,0.5103
noteOn,4487,53,84:81,C6,C6,0.5613
noteOn,4535,74,93:81,A6,A6,0.5613
noteOn,4587,57,96:85,C7,C7,0.5613
noteOn,4635,68,100:87,E7,E7,0.5613
noteOn,4651,534,30:90,F#1,Gb1,0.5103
noteOn,4651,450,42:96,F#2,Gb2,0.5103
noteOn,4692,74,96:81,C7,C7,0.4082
noteOn,4747,46,93:85,A6,A6,0.4082
noteOn,4803,41,84:75,C6,C6,0.4082
noteOn,4867,57,88:76,E6,E6,0.4593
noteOn,4868,23,89:74,F6,F6,0.4082
noteOn,4909,71,84:78,C6,C6,0.3572
noteOn,4961,49,81:83,A5,A5,0.3572
noteOn,5015,55,72:75,C5,C5,0.3572
noteOn,5086,60,76:83,E5,E5,0.3572
noteOn,5138,78,72:80,C5,C5,0.3572
noteOn,5195,45,69:78,A4,A4,0.3062
noteOn,5246,45,60:77,C4,C4,0.3572
noteOn,5313,83,62:82,D4,D4,0.3062
noteOn,5368,205,60:75,C4,C4,0.3062
noteOn,5419,77,57:81,A3,A3,0.2552
noteOn,5484,143,48:82,C3,C3,0.2552
noteOn,5616,327,43:93,G2,G2,0.3572
noteOn,5619,521,31:94,G1,G1,0.3062
noteOn,5739,68,47:68,B2,B2,0.3572
noteOn,5813,90,55:74,G3,G3,0.4593
noteOn,5872,68,59:69,B3,B3,0.4593
noteOn,5940,48,62:76,D4,D4,0.4593
noteOn,5992,56,59:66,B3,B3,0.5613
noteOn,6051,71,67:76,G4,G4,0.6124
noteOn,6113,71,71:77,B4,B4,0.6124
noteOn,6146,125,42:88,F#2,Gb2,0.6124
noteOn,6149,219,30:81,F#1,Gb1,0.5613
noteOn,6181,37,74:83,D5,D5,0.5103
