type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1132,126,74:48,D5,D5,0.1531,M3,117,4/4,C Major
note,1180,59,46:12,A#2,Bb2,0.1021,M3,117,4/4,C Major
note,1486,93,62:31,D4,D4,0.2041,P1,117,4/4,C Major
note,1723,52,74:48,D5,D5,0.2552,M3,117,4/4,C Major
note,1752,131,58:32,A#3,Bb3,0.2041,P4,117,4/4,C Major
note,1757,54,53:33,F3,F3,0.1531,M6,117,4/4,C Major
note,1985,59,74:52,D5,D5,0.2041,P1,117,4/4,C Major
note,2003,68,62:42,D4,D4,0.1531,m6,117,4/4,C Major
note,2239,187,70:53,A#4,Bb4,0.1531,m6,117,4/4,C Major
note,2278,97,50:29,D3,D3,0.1021,m3,117,4/4,C Major
note,2533,129,65:16,F4,F4,0.2041,P4,117,4/4,C Major
note,2775,65,70:52,A#4,Bb4,0.2041,P1,117,4/4,C Major
note,2802,130,58:29,A#3,Bb3,0.1531,P4,117,4/4,C Major
note,2814,63,53:5,F3,F3,0.1021,P1,117,4/4,C Major
note,3037,35,65:41,F4,F4,0.1531,M3,117,4/4,C Major
note,3298,179,69:56,A4,A4,0.1531,M6,117,4/4,C Major
note,3301,138,48:41,C3,C3,0.1021,m3,117,4/4,C Major
note,3565,108,63:45,D#4,Eb4,0.2041,d5,117,4/4,C Major
note,3803,84,69:55,A4,A4,0.2552,M3,117,4/4,C Major
note,3824,92,53:40,F3,F3,0.2552,M3,117,4/4,C Major
note,3827,83,57:39,A3,A3,0.2041,d5,117,4/4,C Major
note,4074,29,63:39,D#4,Eb4,0.2552,d5,117,4/4,C Major
note,4086,39,69:59,A4,A4,0.2041,P1,117,4/4,C Major
note,4202,38,69:62,A4,A4,0.1531,d5,117,4/4,C Major
note,4366,264,75:62,D#5,Eb5,0.1531,m7,117,4/4,C Major
note,4385,76,41:28,F2,F2,0.1021,P5,117,4/4,C Major
note,4658,102,60:41,C4,C4,0.1531,P5,117,4/4,C Major
note,4896,103,53:39,F3,F3,0.1531,M3,117,4/4,C Major
note,4903,107,57:31,A3,A3,0.1021,m3,117,4/4,C Major
note,5167,28,60:38,C4,C4,0.1531,M2,117,4/4,C Major
note,5443,202,74:49,D5,D5,0.1531,M3,117,4/4,C Major
note,5478,74,46:31,A#2,Bb2,0.1021,M3,117,4/4,C Major
note,5728,50,62:28,D4,D4,0.2041,M6,117,4/4,C Major
note,5955,84,53:33,F3,F3,0.2552,M6,117,4/4,C Major
note,5961,55,74:60,D5,D5,0.2041,M3,117,4/4,C Major
note,5967,113,58:40,A#3,Bb3,0.1531,M3,117,4/4,C Major
note,6201,33,62:33,D4,D4,0.2041,P1,117,4/4,C Major
note,6209,38,74:61,D5,D5,0.1531,M7,117,4/4,C Major
note,6489,111,39:41,D#2,Eb2,0.2041,M7,117,4/4,C Major
note,6502,296,74:59,D5,D5,0.1531,P5,117,4/4,C Major
note,6774,53,67:55,G4,G4,0.3062,P5,117,4/4,C Major
note,6816,131,60:41,C4,C4,0.2552,P5,117,4/4,C Major
note,7007,556,67:64,G4,G4,0.2552,M3,117,4/4,C Major
note,7038,52,51:35,D#3,Eb3,0.2041,P5,117,4/4,C Major
note,7043,63,58:32,A#3,Bb3,0.1531,m3,117,4/4,C Major
note,7055,107,55:27,G3,G3,0.1021,P4,117,4/4,C Major
note,7227,27,60:48,C4,C4,0.1531,P1,117,4/4,C Major
note,7536,270,72:59,C5,C5,0.2041,m6,117,4/4,C Major
note,7541,112,40:23,E2,E2,0.1531,P5,117,4/4,C Major
note,7827,100,71:55,B4,B4,0.4082,M7,117,4/4,C Major
note,7836,181,60:42,C4,C4,0.3572,P1,117,4/4,C Major
note,7935,103,72:57,C5,C5,0.3572,m2,117,4/4,C Major
note,8045,68,71:60,B4,B4,0.4082,m2,117,4/4,C Major
note,8050,310,58:37,A#3,Bb3,0.3572,d5,117,4/4,C Major
note,8058,255,52:13,E3,E3,0.3062,m3,117,4/4,C Major
note,8078,244,55:15,G3,G3,0.2552,P4,117,4/4,C Major
note,8168,94,72:50,C5,C5,0.2041,P1,117,4/4,C Major
note,8318,33,60:40,C4,C4,0.2552,M2,117,4/4,C Major
