type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,480,480,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,907,40,55:69,G3,G3,0.3195,P1,120,4/4,C Major
note,914,67,67:66,G4,G4,0.2739,M3,120,4/4,C Major
note,1019,90,71:66,B4,B4,0.2739,m3,120,4/4,C Major
note,1114,93,74:69,D5,D5,0.2739,P4,120,4/4,C Major
note,1223,93,79:65,G5,G5,0.2739,P1,120,4/4,C Major
note,1232,38,43:61,G2,G2,0.2282,P5,120,4/4,C Major
note,1338,70,74:62,D5,D5,0.2282,m3,120,4/4,C Major
note,1436,86,71:60,B4,B4,0.2739,m3,120,4/4,C Major
note,1543,88,74:66,D5,D5,0.2739,m3,120,4/4,C Major
note,1652,51,71:63,B4,B4,0.2739,M3,120,4/4,C Major
note,1738,47,67:65,G4,G4,0.3651,M3,120,4/4,C Major
note,1834,101,71:77,B4,B4,0.3651,M3,120,4/4,C Major
note,1839,36,55:70,G3,G3,0.3195,P1,120,4/4,C Major
note,1943,89,67:69,G4,G4,0.3195,P4,120,4/4,C Major
note,2048,73,62:74,D4,D4,0.3651,P4,120,4/4,C Major
note,2153,39,57:60,A3,A3,0.3651,P5,120,4/4,C Major
note,2156,50,64:76,E4,E4,0.3195,M6,120,4/4,C Major
note,2188,45,55:39,G3,G3,0.3195,P1,120,4/4,C Major
note,2253,84,67:74,G4,G4,0.2739,P4,120,4/4,C Major
note,2349,94,72:74,C5,C5,0.2739,M3,120,4/4,C Major
note,2448,105,76:76,E5,E5,0.2739,M6,120,4/4,C Major
note,2453,31,43:75,G2,G2,0.2739,P4,120,4/4,C Major
note,2559,63,72:77,C5,C5,0.2739,P4,120,4/4,C Major
note,2650,74,67:67,G4,G4,0.2739,P4,120,4/4,C Major
note,2748,81,72:68,C5,C5,0.2739,P4,120,4/4,C Major
note,2854,48,67:68,G4,G4,0.2739,m3,120,4/4,C Major
note,2933,63,64:70,E4,E4,0.3195,m3,120,4/4,C Major
note,3037,90,67:72,G4,G4,0.3195,P1,120,4/4,C Major
note,3045,32,55:73,G3,G3,0.2739,M6,120,4/4,C Major
note,3151,82,64:66,E4,E4,0.2739,M3,120,4/4,C Major
note,3244,87,60:70,C4,C4,0.3195,P4,120,4/4,C Major
note,3343,45,55:77,G3,G3,0.3195,M2,120,4/4,C Major
note,3351,72,57:73,A3,A3,0.2739,m3,120,4/4,C Major
note,3449,83,60:71,C4,C4,0.2739,d5,120,4/4,C Major
note,3542,107,66:70,F#4,Gb4,0.2739,m3,120,4/4,C Major
note,3652,110,69:73,A4,A4,0.2739,M2,120,4/4,C Major
note,3655,34,43:69,G2,G2,0.2282,M7,120,4/4,C Major
note,3773,61,66:63,F#4,Gb4,0.2282,d5,120,4/4,C Major
note,3853,76,60:68,C4,C4,0.2739,d5,120,4/4,C Major
note,3962,72,66:64,F#4,Gb4,0.2739,d5,120,4/4,C Major
