type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,960,4367,48:27,C3,C3,0.1369
noteOn,966,1130,67:45,G4,G4,0.0913
noteOn,969,4428,63:31,D#4,Eb4,0.0456
noteOn,2019,501,66:45,F#4,Gb4,0.1369
noteOn,2313,3248,69:47,A4,A4,0.0913
noteOn,2337,1338,54:42,F#3,Gb3,0.0456
noteOn,3504,1582,57:24,A3,A3,0.0456
noteOn,4780,725,54:23,F#3,Gb3,0.0456
noteOn,6121,4530,48:32,C3,C3,0.1369
noteOn,6129,1338,67:47,G4,G4,0.0913
noteOn,6130,2842,63:31,D#4,Eb4,0.0456
noteOn,7163,448,66:45,F#4,Gb4,0.1369
noteOn,7450,1530,54:38,F#3,Gb3,0.0913
noteOn,7480,1688,69:46,A4,A4,0.0456
noteOn,8722,1623,57:36,A3,A3,0.0456
noteOn,10011,1274,69:58,A4,A4,0.0913
noteOn,10046,725,54:35,F#3,Gb3,0.0456
noteOn,10936,153,75:65,D#5,Eb5,0.0913
noteOn,11227,934,75:67,D#5,Eb5,0.0456
noteOn,12523,1043,74:52,D5,D5,0.1826
noteOn,12532,576,55:19,G3,G3,0.1369
noteOn,12562,544,47:22,B2,B2,0.0913
noteOn,12566,816,62:23,D4,D4,0.0456
noteOn,13549,95,67:46,G4,G4,0.0913
noteOn,13841,1540,67:45,G4,G4,0.0456
noteOn,15116,622,50:32,D3,D3,0.1826
noteOn,15123,1013,66:34,F#4,Gb4,0.1369
noteOn,15135,654,60:21,C4,C4,0.0913
noteOn,15138,586,57:29,A3,A3,0.0456
noteOn,16043,120,69:53,A4,A4,0.0913
noteOn,16322,617,69:61,A4,A4,0.0456
noteOn,16898,2258,71:57,B4,B4,0.0456
noteOn,17455,329,62:44,D4,D4,0.1826
noteOn,17463,279,59:37,B3,B3,0.1369
noteOn,17475,257,43:34,G2,G2,0.0913
noteOn,17478,228,55:29,G3,G3,0.0456
noteOn,18495,298,62:39,D4,D4,0.1826
noteOn,18505,192,59:40,B3,B3,0.1369
noteOn,18510,191,55:31,G3,G3,0.0913
noteOn,18518,198,43:36,G2,G2,0.0456
noteOn,19173,155,72:54,C5,C5,0.1826
noteOn,19308,116,71:67,B4,B4,0.1369
noteOn,19426,229,69:68,A4,A4,0.0913
noteOn,19564,546,71:68,B4,B4,0.0456
noteOn,20052,95,72:60,C5,C5,0.0456
noteOn,20629,1157,75:69,D#5,Eb5,0.1369
noteOn,20665,4251,53:43,F3,F3,0.0913
noteOn,20687,3765,68:47,G#4,Ab4,0.0456
noteOn,21566,475,74:68,D5,D5,0.1369
noteOn,21843,1471,59:57,B3,B3,0.0913
noteOn,21847,3060,77:66,F5,F5,0.0456
noteOn,23032,1440,62:49,D4,D4,0.0456
noteOn,24277,557,59:36,B3,B3,0.0456
noteOn,25160,520,74:62,D5,D5,0.2282
noteOn,25294,333,77:71,F5,F5,0.1826
noteOn,25462,4164,53:41,F3,F3,0.1369
