type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,-4:0,Ab Major,,
timeSignature,0,0,7:8,7/8,,
setTempo,0,0,500000,120,,
noteOn,0,239,51:80,Eb3,Eb3,0.1369
noteOn,240,159,51:80,Eb3,Eb3,0.1826
noteOn,400,159,53:80,F3,F3,0.1369
noteOn,560,159,51:80,Eb3,Eb3,0.1369
noteOn,720,239,50:80,D3,D3,0.1369
noteOn,960,239,51:80,Eb3,Eb3,0.1369
noteOn,1200,159,55:80,G3,G3,0.1826
noteOn,1360,159,58:80,Bb3,Bb3,0.1369
noteOn,1520,159,61:80,Db4,Db4,0.0913
timeSignature,1680,0,6:4,6/4,,
noteOn,1680,719,65:120,F4,F4,0.0913
noteOn,2160,239,51:80,Eb3,Eb3,0.2282
noteOn,2223,175,55:80,G3,G3,0.1826
noteOn,2287,111,61:80,Db4,Db4,0.1369
noteOn,2400,239,63:80,Eb4,Eb4,0.1369
noteOn,2640,239,57:80,A3,A3,0.1369
noteOn,2880,239,58:80,Bb3,Bb3,0.0913
noteOn,3120,719,61:120,Db4,Db4,0.0913
noteOn,3600,239,51:80,Eb3,Eb3,0.1826
noteOn,3663,175,57:80,A3,A3,0.1369
noteOn,3840,239,60:80,C4,C4,0.1369
noteOn,4080,239,52:80,E3,E3,0.1369
noteOn,4320,239,53:80,F3,F3,0.0913
noteOn,4560,1319,56:80,Ab3,Ab3,0.0913
noteOn,5040,239,47:80,B2,B2,0.1826
noteOn,5103,175,50:80,D3,D3,0.1826
noteOn,5167,111,53:80,F3,F3,0.1826
noteOn,5520,239,46:80,Bb2,Bb2,0.2739
noteOn,5583,175,49:80,Db3,Db3,0.2739
noteOn,5647,111,52:80,E3,E3,0.2739
noteOn,5880,119,55:80,G3,G3,0.2282
noteOn,6000,1439,58:80,Bb3,Bb3,0.1826
noteOn,6000,239,43:80,G2,G2,0.1826
noteOn,6063,175,49:80,Db3,Db3,0.0913
noteOn,6127,111,52:80,E3,E3,0.0456
noteOn,7440,1319,58:80,Bb3,Bb3,0.0913
noteOn,7920,479,42:80,Gb2,Gb2,0.1826
noteOn,7983,415,49:80,Db3,Db3,0.1826
noteOn,8047,351,52:80,E3,E3,0.1826
noteOn,8400,479,42:80,Gb2,Gb2,0.2282
noteOn,8463,415,49:80,Db3,Db3,0.1826
noteOn,8527,351,52:80,E3,E3,0.1826
noteOn,8760,119,58:80,Bb3,Bb3,0.2282
noteOn,8880,95,58:80,Bb3,Bb3,0.4108
noteOn,8976,95,59:80,B3,B3,0.3651
noteOn,9072,95,58:80,Bb3,Bb3,0.3195
noteOn,9168,95,57:80,A3,A3,0.2739
noteOn,9264,95,58:80,Bb3,Bb3,0.2282
noteOn,9360,239,42:80,Gb2,Gb2,0.3195
noteOn,9360,239,46:80,Bb2,Bb2,0.3195
noteOn,9360,239,52:80,E3,E3,0.3195
noteOn,9360,839,68:80,Ab4,Ab4,0.3195
noteOn,9840,239,42:80,Gb2,Gb2,0.2282
noteOn,9840,239,46:80,Bb2,Bb2,0.2282
noteOn,9840,239,52:80,E3,E3,0.2282
noteOn,10200,119,66:80,Gb4,Gb4,0.0913
noteOn,10320,1439,66:80,Gb4,Gb4,0.1826
noteOn,10800,239,42:80,Gb2,Gb2,0.2739
noteOn,10800,239,47:80,B2,B2,0.2739
noteOn,10800,239,51:80,Eb3,Eb3,0.2739
noteOn,11280,239,42:80,Gb2,Gb2,0.1826
noteOn,11280,239,47:80,B2,B2,0.1826
noteOn,11280,239,51:80,Eb3,Eb3,0.1826
noteOn,11760,719,63:80,Eb4,Eb4,0.1826
noteOn,12240,479,42:80,Gb2,Gb2,0.2739
noteOn,12240,479,47:80,B2,B2,0.2739
noteOn,12240,479,51:80,Eb3,Eb3,0.2739
noteOn,12720,479,42:80,Gb2,Gb2,0.2282
noteOn,12720,479,47:80,B2,B2,0.2282
noteOn,12720,479,51:80,Eb3,Eb3,0.2282
noteOn,12960,239,59:80,B3,B3,0.0913
noteOn,13200,1319,58:80,Bb3,Bb3,0.1826
noteOn,13680,479,43:80,G2,G2,0.2739
noteOn,13680,479,49:80,Db3,Db3,0.2739
noteOn,13680,479,52:80,E3,E3,0.2739
noteOn,14160,479,43:80,G2,G2,0.2282
noteOn,14160,479,49:80,Db3,Db3,0.2282
noteOn,14160,479,52:80,E3,E3,0.2282
noteOn,14520,119,58:80,Bb3,Bb3,0.2282
noteOn,14640,95,58:80,Bb3,Bb3,0.4108
noteOn,14736,95,59:80,B3,B3,0.3651
noteOn,14832,95,58:80,Bb3,Bb3,0.3195
noteOn,14928,95,57:80,A3,A3,0.2739
noteOn,15024,95,58:80,Bb3,Bb3,0.2739
noteOn,15120,239,43:80,G2,G2,0.3651
noteOn,15120,239,46:80,Bb2,Bb2,0.3651
noteOn,15120,239,52:80,E3,E3,0.3651
noteOn,15120,319,64:80,E4,E4,0.3651
noteOn,15440,479,63:80,Eb4,Eb4,0.2282
noteOn,15600,239,43:80,G2,G2,0.2282
noteOn,15600,239,46:80,Bb2,Bb2,0.2282
noteOn,15600,239,52:80,E3,E3,0.2282
noteOn,15920,159,61:80,Db4,Db4,0.0913
noteOn,16080,1319,61:80,Db4,Db4,0.1369
noteOn,16560,479,44:80,Ab2,Ab2,0.1826
noteOn,16560,479,51:80,Eb3,Eb3,0.1826
noteOn,17040,479,44:80,Ab2,Ab2,0.1826
noteOn,17040,479,51:80,Eb3,Eb3,0.1826
noteOn,17400,119,60:80,C4,C4,0.0913
noteOn,17520,719,59:80,B3,B3,0.1369
noteOn,18000,479,44:80,Ab2,Ab2,0.2282
noteOn,18000,479,51:80,Eb3,Eb3,0.2282
noteOn,18240,479,59:120,B3,B3,0.1826
noteOn,18480,479,44:80,Ab2,Ab2,0.2739
noteOn,18480,479,51:80,Eb3,Eb3,0.2739
noteOn,18720,239,59:80,B3,B3,0.1826
timeSignature,18960,0,21:8,21/8,,
noteOn,18960,1199,59:80,B3,B3,0.1369
noteOn,18960,479,37:80,Db2,Db2,0.1369
noteOn,18960,479,52:80,E3,E3,0.1369
noteOn,20160,239,57:80,A3,A3,0.1369
noteOn,20400,239,56:80,Ab3,Ab3,0.1369
noteOn,20640,239,57:80,A3,A3,0.1369
noteOn,20880,239,51:80,Eb3,Eb3,0.1369
noteOn,21120,239,52:80,E3,E3,0.1369
noteOn,21360,239,48:80,C3,C3,0.1369
noteOn,21600,239,49:80,Db3,Db3,0.1369
noteOn,21840,239,52:80,E3,E3,0.1369
noteOn,22080,239,57:80,A3,A3,0.1369
noteOn,22320,239,61:80,Db4,Db4,0.1369
noteOn,22560,239,64:80,E4,E4,0.1369
noteOn,22800,239,69:80,A4,A4,0.1369
noteOn,23040,239,73:80,Db5,Db5,0.1369
noteOn,23280,239,76:80,E5,E5,0.1369
noteOn,23520,239,85:80,Db6,Db6,0.1369
noteOn,23760,239,80:80,Ab5,Ab5,0.0913
timeSignature,24000,0,6:4,6/4,,
noteOn,24000,719,83:80,B5,B5,0.0456
noteOn,24720,239,81:80,A5,A5,0.1369
noteOn,24960,239,74:80,D5,D5,0.1369
noteOn,25200,239,75:80,Eb5,Eb5,0.0913
noteOn,25440,719,78:80,Gb5,Gb5,0.0456
noteOn,26160,239,76:80,E5,E5,0.1369
noteOn,26400,239,75:80,Eb5,Eb5,0.2282
noteOn,26640,239,73:80,Db5,Db5,0.2282
timeSignature,26880,0,21:4,21/4,,
noteOn,26880,719,73:120,Db5,Db5,0.1826
noteOn,26880,239,68:80,Ab4,Ab4,0.1826
noteOn,26880,239,50:80,D3,D3,0.1826
noteOn,26943,175,65:80,F4,F4,0.0456
noteOn,27600,239,71:80,B4,B4,0.1369
