type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512819,117.0003451510182,,
noteOn,1918,102,84:88,C6,C6,0.3195
noteOn,2065,131,86:64,D6,D6,0.4108
noteOn,2185,75,84:71,C6,C6,0.4108
noteOn,2255,71,83:84,B5,B5,0.4108
noteOn,2335,55,84:88,C6,C6,0.4108
noteOn,2392,304,48:82,C3,C3,0.4108
noteOn,2398,874,41:77,F2,F2,0.3651
noteOn,2409,91,93:86,A6,A6,0.3651
noteOn,2487,80,91:77,G6,G6,0.3651
noteOn,2542,57,89:75,F6,F6,0.4108
noteOn,2620,42,84:66,C6,C6,0.4564
noteOn,2704,66,81:77,A5,A5,0.4564
noteOn,2763,67,79:73,G5,G5,0.4564
noteOn,2824,47,77:71,F5,F5,0.5021
noteOn,2886,47,72:65,C5,C5,0.5021
noteOn,2935,41,47:62,B2,B2,0.4564
noteOn,2968,67,69:77,A4,A4,0.4564
noteOn,2970,34,48:76,C3,C3,0.4108
noteOn,3030,49,67:71,G4,G4,0.3651
noteOn,3093,38,65:60,F4,F4,0.4564
noteOn,3152,51,60:63,C4,C4,0.4564
noteOn,3234,28,48:64,C3,C3,0.4564
noteOn,3247,61,57:64,A3,A3,0.4108
noteOn,3299,57,55:60,G3,G3,0.3651
noteOn,3355,76,53:64,F3,F3,0.3651
noteOn,3438,105,48:56,C3,C3,0.4108
noteOn,3525,41,41:63,F2,F2,0.4108
noteOn,3530,38,29:61,F1,F1,0.3651
noteOn,3535,84,53:57,F3,F3,0.3195
noteOn,3620,52,55:61,G3,G3,0.3195
noteOn,3687,26,57:65,A3,A3,0.3651
noteOn,3796,70,60:71,C4,C4,0.4564
noteOn,3861,298,50:75,D3,D3,0.4108
noteOn,3884,80,65:65,F4,F4,0.4108
noteOn,3970,60,67:68,G4,G4,0.4108
noteOn,4038,24,69:66,A4,A4,0.4108
noteOn,4118,145,48:72,C3,C3,0.4564
noteOn,4122,67,72:79,C5,C5,0.4108
noteOn,4184,131,57:79,A3,A3,0.3651
noteOn,4204,76,77:70,F5,F5,0.3651
noteOn,4273,65,79:68,G5,G5,0.4108
noteOn,4342,29,81:72,A5,A5,0.5021
noteOn,4441,57,84:79,C6,C6,0.5021
noteOn,4497,230,53:75,F3,F3,0.5021
noteOn,4521,71,89:75,F6,F6,0.4564
noteOn,4592,75,91:70,G6,G6,0.4564
noteOn,4666,81,93:76,A6,A6,0.4564
noteOn,4713,109,45:65,A2,A2,0.4564
noteOn,4732,78,91:71,G6,G6,0.4108
noteOn,4776,296,48:79,C3,C3,0.4108
noteOn,4782,913,41:73,F2,F2,0.3651
noteOn,4796,59,89:79,F6,F6,0.3195
noteOn,4874,52,84:68,C6,C6,0.3651
noteOn,4972,63,81:71,A5,A5,0.4564
noteOn,5031,57,79:73,G5,G5,0.4108
noteOn,5086,35,77:74,F5,F5,0.4108
noteOn,5169,28,72:55,C5,C5,0.4108
noteOn,5239,72,69:70,A4,A4,0.4564
