type,tick_offset,tick_duration,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1505,115,84:67,C6,C6,0.3062,M2,117,4/4,C Major
note,1640,26,86:62,D6,D6,0.5103,M2,117,4/4,C Major
note,1700,26,84:60,C6,C6,0.5103,M2,117,4/4,C Major
note,1736,23,86:75,D6,D6,0.4593,M2,117,4/4,C Major
note,1790,32,84:79,C6,C6,0.4593,m2,117,4/4,C Major
note,1824,41,83:72,B5,B5,0.4593,m2,117,4/4,C Major
note,1904,27,84:78,C6,C6,0.4593,P1,117,4/4,C Major
note,1953,266,48:65,C3,C3,0.4593,M6,117,4/4,C Major
note,1955,64,93:87,A6,A6,0.4082,M3,117,4/4,C Major
note,1958,666,41:61,F2,F2,0.3572,M2,117,4/4,C Major
note,2011,48,91:79,G6,G6,0.4082,M2,117,4/4,C Major
note,2068,42,89:71,F6,F6,0.4593,P4,117,4/4,C Major
note,2131,29,84:66,C6,C6,0.5103,m3,117,4/4,C Major
note,2189,30,81:74,A5,A5,0.4593,M2,117,4/4,C Major
note,2250,32,79:68,G5,G5,0.4593,M2,117,4/4,C Major
note,2295,34,77:65,F5,F5,0.5103,P4,117,4/4,C Major
note,2350,26,72:64,C5,C5,0.5103,m2,117,4/4,C Major
note,2377,39,47:68,B2,B2,0.5103,m2,117,4/4,C Major
note,2407,33,48:83,C3,C3,0.4593,M6,117,4/4,C Major
note,2410,36,69:80,A4,A4,0.4082,M2,117,4/4,C Major
note,2464,39,67:64,G4,G4,0.4082,M2,117,4/4,C Major
note,2511,44,65:73,F4,F4,0.5103,P4,117,4/4,C Major
note,2580,29,60:62,C4,C4,0.5103,P1,117,4/4,C Major
note,2637,25,48:77,C3,C3,0.5103,M6,117,4/4,C Major
note,2643,32,57:74,A3,A3,0.4593,M2,117,4/4,C Major
note,2685,54,55:70,G3,G3,0.4593,M2,117,4/4,C Major
note,2748,48,53:73,F3,F3,0.5103,P4,117,4/4,C Major
note,2795,43,48:55,C3,C3,0.4593,P5,117,4/4,C Major
note,2859,26,41:74,F2,F2,0.4593,P1,117,4/4,C Major
note,2869,43,53:60,F3,F3,0.4593,P1,117,4/4,C Major
note,2886,34,29:29,F1,F1,0.4082,M2,117,4/4,C Major
note,2917,53,55:73,G3,G3,0.3572,M2,117,4/4,C Major
note,3003,24,57:54,A3,A3,0.5103,m3,117,4/4,C Major
note,3056,52,60:74,C4,C4,0.5103,m7,117,4/4,C Major
note,3107,191,50:74,D3,D3,0.5103,m3,117,4/4,C Major
note,3119,69,65:77,F4,F4,0.4593,M2,117,4/4,C Major
note,3189,46,67:72,G4,G4,0.4593,M2,117,4/4,C Major
note,3253,21,69:58,A4,A4,0.5613,M6,117,4/4,C Major
note,3304,54,48:81,C3,C3,0.5613,P1,117,4/4,C Major
note,3307,51,72:81,C5,C5,0.5103,P4,117,4/4,C Major
note,3366,51,77:82,F5,F5,0.5103,m6,117,4/4,C Major
note,3367,25,57:85,A3,A3,0.4593,m7,117,4/4,C Major
note,3416,45,79:78,G5,G5,0.5103,M2,117,4/4,C Major
note,3474,19,81:60,A5,A5,0.6124,m3,117,4/4,C Major
note,3534,56,84:81,C6,C6,0.6124,P4,117,4/4,C Major
note,3597,47,89:85,F6,F6,0.6124,m7,117,4/4,C Major
note,3602,24,55:57,G3,G3,0.5613,M2,117,4/4,C Major
note,3619,27,53:51,F3,F3,0.5103,M2,117,4/4,C Major
note,3658,58,91:80,G6,G6,0.5103,M2,117,4/4,C Major
note,3719,80,93:83,A6,A6,0.5103,P1,117,4/4,C Major
note,3779,65,45:71,A2,A2,0.5103,m7,117,4/4,C Major
note,3785,66,91:81,G6,G6,0.4593,M2,117,4/4,C Major
note,3838,61,89:80,F6,F6,0.4593,P4,117,4/4,C Major
note,3844,247,48:84,C3,C3,0.4082,P5,117,4/4,C Major
note,3850,671,41:78,F2,F2,0.3572,P5,117,4/4,C Major
note,3909,29,84:70,C6,C6,0.4082,m3,117,4/4,C Major
note,3973,55,81:78,A5,A5,0.5103,M2,117,4/4,C Major
note,4029,48,79:76,G5,G5,0.4593,M2,117,4/4,C Major
note,4078,51,77:76,F5,F5,0.4593,P4,117,4/4,C Major
