type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512820,117.000117000117,,
noteOn,1132,31,84:56,C6,C6,0.4082
noteOn,1185,28,86:59,D6,D6,0.3572
noteOn,1236,26,84:68,C6,C6,0.4082
noteOn,1283,39,86:69,D6,D6,0.4082
noteOn,1319,86,84:75,C6,C6,0.3572
noteOn,1381,35,86:65,D6,D6,0.3572
noteOn,1432,21,83:62,B5,B5,0.3572
noteOn,1496,171,84:76,C6,C6,0.3572
noteOn,1579,163,48:60,C3,C3,0.3572
noteOn,1588,863,41:46,F2,F2,0.3062
noteOn,1658,103,93:80,A6,A6,0.3572
noteOn,1742,49,91:73,G6,G6,0.4082
noteOn,1788,37,89:79,F6,F6,0.4593
noteOn,1852,19,84:56,C6,C6,0.4593
noteOn,1930,38,81:69,A5,A5,0.4593
noteOn,1982,47,79:70,G5,G5,0.4593
noteOn,2023,29,77:73,F5,F5,0.4082
noteOn,2076,28,72:66,C5,C5,0.4593
noteOn,2123,24,47:65,B2,B2,0.4593
noteOn,2155,25,48:66,C3,C3,0.4082
noteOn,2159,63,69:73,A4,A4,0.3572
noteOn,2213,51,67:72,G4,G4,0.3572
noteOn,2276,29,65:68,F4,F4,0.3572
noteOn,2329,42,60:60,C4,C4,0.4593
noteOn,2411,25,48:68,C3,C3,0.4593
noteOn,2435,47,57:68,A3,A3,0.4082
noteOn,2496,65,55:65,G3,G3,0.4082
noteOn,2559,37,53:65,F3,F3,0.4082
noteOn,2621,36,48:67,C3,C3,0.4593
noteOn,2672,34,29:60,F1,F1,0.4593
noteOn,2675,39,41:56,F2,F2,0.4082
noteOn,2691,75,53:61,F3,F3,0.3572
noteOn,2766,58,55:70,G3,G3,0.3572
noteOn,2827,27,57:70,A3,A3,0.4082
noteOn,2899,26,60:71,C4,C4,0.4593
noteOn,2949,149,50:84,D3,D3,0.4593
noteOn,2965,73,65:78,F4,F4,0.4082
noteOn,3039,60,67:69,G4,G4,0.4082
noteOn,3098,33,69:73,A4,A4,0.4082
noteOn,3155,121,48:79,C3,C3,0.4593
noteOn,3185,24,72:78,C5,C5,0.4082
noteOn,3240,51,57:87,A3,A3,0.4082
noteOn,3251,68,77:78,F5,F5,0.3572
noteOn,3319,53,79:74,G5,G5,0.4082
noteOn,3371,22,81:72,A5,A5,0.4082
noteOn,3446,34,84:77,C6,C6,0.5103
noteOn,3507,38,53:81,F3,F3,0.5103
noteOn,3521,63,89:77,F6,F6,0.4593
noteOn,3585,56,91:77,G6,G6,0.4593
noteOn,3651,65,93:74,A6,A6,0.4593
noteOn,3702,50,45:68,A2,A2,0.4593
noteOn,3718,52,91:78,G6,G6,0.4082
noteOn,3774,43,89:78,F6,F6,0.4082
noteOn,3776,153,48:84,C3,C3,0.3572
noteOn,3781,812,41:67,F2,F2,0.3062
noteOn,3840,37,84:59,C6,C6,0.3062
noteOn,3932,63,81:72,A5,A5,0.4082
noteOn,3996,52,79:71,G5,G5,0.4593
noteOn,4052,27,77:73,F5,F5,0.4082
noteOn,4112,31,72:60,C5,C5,0.4082
noteOn,4192,63,69:68,A4,A4,0.4082
noteOn,4257,56,67:70,G4,G4,0.4082
noteOn,4305,26,47:63,B2,B2,0.4082
noteOn,4314,33,65:71,F4,F4,0.3572
noteOn,4334,25,48:66,C3,C3,0.3062
noteOn,4378,34,60:58,C4,C4,0.3062
noteOn,4463,66,57:65,A3,A3,0.3062
noteOn,4534,59,55:63,G3,G3,0.4082
noteOn,4601,44,53:69,F3,F3,0.4082
noteOn,4673,48,48:48,C3,C3,0.3572
noteOn,4760,40,53:59,F3,F3,0.3572
noteOn,4819,50,57:59,A3,A3,0.3572
noteOn,4879,39,28:47,E1,E1,0.4082
noteOn,4885,48,40:48,E2,E2,0.3572
noteOn,4891,55,55:52,G3,G3,0.3062
noteOn,4981,32,48:55,C3,C3,0.3062
noteOn,5070,65,55:59,G3,G3,0.4082
noteOn,5145,55,57:66,A3,A3,0.4593
noteOn,5206,130,50:84,D3,D3,0.4593
noteOn,5215,26,58:62,A#3,Bb3,0.4082
noteOn,5300,31,60:66,C4,C4,0.4082
noteOn,5390,65,67:72,G4,G4,0.5103
noteOn,5416,94,48:82,C3,C3,0.4593
noteOn,5451,56,69:70,A4,A4,0.4082
