type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,-2:0,Bb Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,1818182,32.99999670000033,,
noteOn,240,479,57:70,A3,A3,0.4564
noteOn,240,479,63:70,Eb4,Eb4,0.4564
noteOn,240,479,69:70,A4,A4,0.4564
noteOn,240,479,53:70,F3,F3,0.4564
noteOn,240,479,48:70,C3,C3,0.4564
noteOn,720,239,58:70,Bb3,Bb3,0.5477
noteOn,720,239,63:70,Eb4,Eb4,0.5477
noteOn,720,239,70:70,Bb4,Bb4,0.5477
noteOn,720,479,53:70,F3,F3,0.5477
noteOn,720,479,46:70,Bb2,Bb2,0.5477
noteOn,960,179,74:81,D5,D5,0.3195
setTempo,1140,0,1818182,32.99999670000033,,
noteOn,1140,59,72:90,C5,C5,0.2739
noteOn,1200,479,60:81,C4,C4,0.4564
noteOn,1200,479,63:81,Eb4,Eb4,0.4564
noteOn,1200,479,72:81,C5,C5,0.4564
noteOn,1200,479,53:81,F3,F3,0.4564
noteOn,1200,479,45:81,A2,A2,0.4564
noteOn,1680,239,58:81,Bb3,Bb3,0.639
noteOn,1680,239,63:81,Eb4,Eb4,0.639
noteOn,1680,239,70:81,Bb4,Bb4,0.639
noteOn,1680,479,53:81,F3,F3,0.639
noteOn,1680,239,46:81,Bb2,Bb2,0.639
noteOn,1920,239,69:81,A4,A4,0.5477
noteOn,1920,239,57:81,A3,A3,0.5477
noteOn,1920,239,63:81,Eb4,Eb4,0.5477
noteOn,1920,239,48:81,C3,C3,0.5477
noteOn,2160,239,67:81,G4,G4,0.5021
noteOn,2160,239,58:81,Bb3,Bb3,0.5021
noteOn,2160,479,63:81,Eb4,Eb4,0.5021
noteOn,2160,479,53:81,F3,F3,0.5021
noteOn,2160,239,46:81,Bb2,Bb2,0.5021
noteOn,2400,239,65:81,F4,F4,0.5477
noteOn,2400,719,60:81,C4,C4,0.5477
noteOn,2400,239,45:81,A2,A2,0.5477
noteOn,2640,28,67:81,G4,G4,0.639
noteOn,2640,479,57:81,A3,A3,0.639
noteOn,2640,479,41:81,F2,F2,0.639
noteOn,2669,28,65:81,F4,F4,0.5021
noteOn,2699,28,64:81,E4,E4,0.4564
noteOn,2729,28,65:81,F4,F4,0.4108
noteOn,2760,58,67:81,G4,G4,0.3651
noteOn,2820,59,63:81,Eb4,Eb4,0.3195
noteOn,2880,239,63:81,Eb4,Eb4,0.2739
noteOn,3120,479,56:81,Ab3,Ab3,0.4564
noteOn,3120,479,62:81,D4,D4,0.4564
noteOn,3120,479,50:81,D3,D3,0.4564
noteOn,3120,479,34:81,Bb1,Bb1,0.4564
noteOn,3120,479,46:81,Bb2,Bb2,0.4564
noteOn,3600,479,56:81,Ab3,Ab3,0.7303
noteOn,3600,479,60:81,C4,C4,0.7303
noteOn,3600,239,51:81,Eb3,Eb3,0.7303
noteOn,3600,239,36:81,C2,C2,0.7303
noteOn,3600,239,48:81,C3,C3,0.7303
noteOn,3840,179,55:81,G3,G3,0.5021
noteOn,3840,16,39:81,Eb2,Eb2,0.5021
noteOn,3857,161,39:81,Eb2,Eb2,0.4108
noteOn,3857,161,51:81,Eb3,Eb3,0.4108
noteOn,4020,59,53:81,F3,F3,0.3195
noteOn,4020,59,38:81,D2,D2,0.3195
noteOn,4080,479,56:81,Ab3,Ab3,0.4564
noteOn,4080,479,58:81,Bb3,Bb3,0.4564
noteOn,4080,479,53:81,F3,F3,0.4564
noteOn,4080,479,38:81,D2,D2,0.4564
noteOn,4080,479,50:81,D3,D3,0.4564
noteOn,4560,479,56:81,Ab3,Ab3,0.5021
noteOn,4560,479,58:81,Bb3,Bb3,0.5021
noteOn,4560,239,51:81,Eb3,Eb3,0.5021
noteOn,4560,239,36:81,C2,C2,0.5021
noteOn,4560,239,48:81,C3,C3,0.5021
noteOn,4800,239,50:81,D3,D3,0.4108
noteOn,4800,239,34:81,Bb1,Bb1,0.4108
noteOn,4800,239,46:81,Bb2,Bb2,0.4108
noteOn,5040,239,48:81,C3,C3,0.4108
noteOn,5040,239,32:81,Ab1,Ab1,0.4108
noteOn,5040,239,44:81,Ab2,Ab2,0.4108
noteOn,5280,239,46:81,Bb2,Bb2,1.0954
noteOn,5280,239,31:81,G1,G1,1.0954
noteOn,5280,239,43:81,G2,G2,1.0954
noteOn,5520,28,48:81,C3,C3,1.1867
noteOn,5520,28,32:81,Ab1,Ab1,1.1867
