type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512819,117.0003451510182,,
noteOn,1918,57,65:41,F4,F4,0.3195
noteOn,2007,28,66:40,F#4,Gb4,0.3195
noteOn,2098,41,65:44,F4,F4,0.3195
noteOn,2173,49,67:53,G4,G4,0.3195
noteOn,2245,26,68:49,G#4,Ab4,0.3195
noteOn,2315,55,69:61,A4,A4,0.3195
noteOn,2381,50,68:61,G#4,Ab4,0.3195
noteOn,2458,22,70:54,A#4,Bb4,0.3195
noteOn,2525,51,71:62,B4,B4,0.3195
noteOn,2606,38,72:62,C5,C5,0.3195
noteOn,2680,36,71:63,B4,B4,0.3195
noteOn,2744,41,73:65,C#5,Db5,0.3195
noteOn,2837,52,74:70,D5,D5,0.3195
noteOn,2903,41,75:70,D#5,Eb5,0.3651
noteOn,2992,38,74:61,D5,D5,0.4564
noteOn,3047,49,76:66,E5,E5,0.5021
noteOn,3143,60,77:67,F5,F5,0.5021
noteOn,3216,33,78:68,F#5,Gb5,0.5021
noteOn,3294,55,77:68,F5,F5,0.5021
noteOn,3371,2082,53:41,F3,F3,0.5021
noteOn,3371,57,79:68,G5,G5,0.5021
noteOn,3407,422,59:52,B3,B3,0.4108
noteOn,3452,34,80:61,G#5,Ab5,0.4108
noteOn,3470,381,62:51,D4,D4,0.3651
noteOn,3521,85,81:68,A5,A5,0.3651
noteOn,3527,702,68:85,G#4,Ab4,0.3195
noteOn,3614,36,80:61,G#5,Ab5,0.3651
noteOn,3665,36,82:68,A#5,Bb5,0.3651
noteOn,3744,57,83:70,B5,B5,0.3651
noteOn,3831,49,84:70,C6,C6,0.4108
noteOn,3895,69,83:67,B5,B5,0.3651
noteOn,3972,97,86:70,D6,D6,0.4564
noteOn,4030,636,60:50,C4,C4,0.4108
noteOn,4081,50,84:64,C6,C6,0.4108
noteOn,4106,270,63:56,D#4,Eb4,0.3651
noteOn,4158,45,85:70,C#6,Db6,0.3651
noteOn,4241,27,84:57,C6,C6,0.4108
noteOn,4300,72,86:70,D6,D6,0.4108
noteOn,4377,296,67:72,G4,G4,0.4108
noteOn,4386,44,87:59,D#6,Eb6,0.3651
noteOn,4434,58,89:71,F6,F6,0.3651
noteOn,4530,35,87:68,D#6,Eb6,0.4108
noteOn,4592,32,90:69,F#6,Gb6,0.4108
noteOn,4644,331,63:77,D#4,Eb4,0.3651
noteOn,4665,72,91:78,G6,G6,0.3651
noteOn,4755,60,92:74,G#6,Ab6,0.3651
noteOn,4824,54,91:72,G6,G6,0.3651
noteOn,4898,47,95:80,B6,B6,0.3651
noteOn,4956,555,60:76,C4,C4,0.3195
noteOn,4992,70,96:80,C7,C7,0.3195
noteOn,5070,57,97:81,C#7,Db7,0.3195
noteOn,5138,79,96:81,C7,C7,0.3195
noteOn,5218,79,98:82,D7,D7,0.3195
noteOn,5290,81,99:88,D#7,Eb7,0.3195
noteOn,5378,72,98:87,D7,D7,0.3195
noteOn,5442,75,99:75,D#7,Eb7,0.3195
