type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,-6:0,Gb Major,,
timeSignature,0,0,1:4,1/4,,
setTempo,0,0,277778,215.99982720013824,,
noteOn,0,479,46:96,Bb2,Bb2,0.3195
noteOn,0,479,58:96,Bb3,Bb3,0.3195
noteOn,0,479,34:96,Bb1,Bb1,0.3195
timeSignature,480,0,3:4,3/4,,
noteOn,480,119,51:96,Eb3,Eb3,0.4564
noteOn,480,119,63:96,Eb4,Eb4,0.4564
noteOn,480,239,27:96,Eb1,Eb1,0.4564
noteOn,480,239,39:96,Eb2,Eb2,0.4564
noteOn,720,119,51:96,Eb3,Eb3,0.4564
noteOn,720,119,63:96,Eb4,Eb4,0.4564
noteOn,960,119,51:96,Eb3,Eb3,0.5477
noteOn,960,119,63:96,Eb4,Eb4,0.5477
noteOn,960,119,28:96,E1,E1,0.5477
noteOn,960,119,40:96,E2,E2,0.5477
noteOn,1200,119,51:96,Eb3,Eb3,0.3651
noteOn,1200,119,63:96,Eb4,Eb4,0.3651
noteOn,1200,119,29:96,F1,F1,0.3651
noteOn,1200,119,41:96,F2,F2,0.3651
noteOn,1440,479,51:115,Eb3,Eb3,0.4564
noteOn,1440,479,63:115,Eb4,Eb4,0.4564
noteOn,1440,479,30:115,Gb1,Gb1,0.4564
noteOn,1440,479,42:115,Gb2,Gb2,0.4564
noteOn,1920,239,53:96,F3,F3,0.5021
noteOn,1920,239,59:96,B3,B3,0.5021
noteOn,1920,239,63:96,Eb4,Eb4,0.5021
noteOn,1920,239,65:96,F4,F4,0.5021
noteOn,1920,239,32:96,Ab1,Ab1,0.5021
noteOn,1920,239,44:96,Ab2,Ab2,0.5021
noteOn,2400,239,65:96,F4,F4,0.6847
noteOn,2400,239,71:96,B4,B4,0.6847
noteOn,2400,239,75:96,Eb5,Eb5,0.6847
noteOn,2400,239,77:96,F5,F5,0.6847
noteOn,2400,479,44:96,Ab2,Ab2,0.6847
noteOn,2463,415,51:96,Eb3,Eb3,0.5021
noteOn,2527,351,53:96,F3,F3,0.5021
noteOn,2592,287,59:96,B3,B3,0.5021
noteOn,2640,239,63:96,Eb4,Eb4,0.5477
noteOn,2640,239,75:96,Eb5,Eb5,0.5477
noteOn,2880,239,65:96,F4,F4,0.639
noteOn,2880,239,70:96,Bb4,Bb4,0.639
noteOn,2880,239,74:96,D5,D5,0.639
noteOn,2880,239,77:96,F5,F5,0.639
noteOn,2880,479,46:96,Bb2,Bb2,0.639
noteOn,2943,415,53:96,F3,F3,0.4108
noteOn,3007,351,56:96,Ab3,Ab3,0.3651
noteOn,3072,287,62:96,D4,D4,0.3195
noteOn,3120,239,66:96,Gb4,Gb4,0.3651
noteOn,3120,239,78:96,Gb5,Gb5,0.3651
noteOn,3360,119,54:96,Gb3,Gb3,0.4564
noteOn,3360,119,66:96,Gb4,Gb4,0.4564
noteOn,3360,239,30:96,Gb1,Gb1,0.4564
noteOn,3360,239,42:96,Gb2,Gb2,0.4564
