type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512820,117.000117000117,,
noteOn,1130,734,67:52,G4,G4,0.1021
noteOn,1153,1001,63:44,D#4,Eb4,0.051
noteOn,3077,1348,65:51,F4,F4,0.1021
noteOn,3094,974,58:42,A#3,Bb3,0.051
noteOn,5262,1782,63:37,D#4,Eb4,0.2041
noteOn,5273,1624,55:26,G3,G3,0.1531
noteOn,5277,1563,36:31,C2,C2,0.1021
noteOn,5277,1694,48:33,C3,C3,0.1021
noteOn,7880,418,63:49,D#4,Eb4,0.1531
noteOn,7898,360,51:32,D#3,Eb3,0.1021
noteOn,7902,361,48:31,C3,C3,0.051
noteOn,8545,125,68:63,G#4,Ab4,0.2041
noteOn,8759,367,67:59,G4,G4,0.1531
noteOn,8776,279,46:38,A#2,Bb2,0.1021
noteOn,8779,299,52:39,E3,E3,0.051
noteOn,9641,332,67:61,G4,G4,0.1531
noteOn,9664,331,52:41,E3,E3,0.1021
noteOn,9669,311,46:36,A#2,Bb2,0.051
noteOn,10254,149,73:68,C#5,Db5,0.2041
noteOn,10465,399,72:63,C5,C5,0.1531
noteOn,10484,294,53:35,F3,F3,0.1021
noteOn,10487,250,45:31,A2,A2,0.051
noteOn,11358,192,72:63,C5,C5,0.3062
noteOn,11372,680,54:37,F#3,Gb3,0.2552
noteOn,11381,660,44:28,G#2,Ab2,0.2041
noteOn,11586,72,74:57,D5,D5,0.2041
noteOn,11655,31,72:61,C5,C5,0.2041
noteOn,11715,93,71:66,B4,B4,0.1531
noteOn,11798,203,72:66,C5,C5,0.1021
noteOn,12003,113,74:74,D5,D5,0.2552
noteOn,12314,348,75:72,D#5,Eb5,0.2041
noteOn,12343,731,43:38,G2,G2,0.1531
noteOn,12343,326,63:43,D#4,Eb4,0.1531
noteOn,12344,302,55:32,G3,G3,0.051
noteOn,13164,214,66:43,F#4,Gb4,0.1531
noteOn,13178,211,57:36,A3,A3,0.1021
noteOn,13180,169,63:34,D#4,Eb4,0.051
noteOn,13570,318,72:53,C5,C5,0.051
noteOn,14127,363,71:41,B4,B4,0.2041
noteOn,14127,307,67:36,G4,G4,0.2041
noteOn,14136,265,62:29,D4,D4,0.1021
noteOn,14137,322,59:28,B3,B3,0.051
noteOn,15148,305,79:66,G5,G5,0.051
noteOn,15563,176,87:78,D#6,Eb6,0.051
noteOn,16020,287,87:80,D#6,Eb6,0.2041
noteOn,16038,300,67:38,G4,G4,0.1531
noteOn,16042,272,75:53,D#5,Eb5,0.1021
noteOn,16054,526,55:28,G3,G3,0.051
noteOn,16851,216,78:48,F#5,Gb5,0.1531
noteOn,16869,199,69:33,A4,A4,0.1021
noteOn,16877,171,75:30,D#5,Eb5,0.051
noteOn,17262,217,84:72,C6,C6,0.051
noteOn,17820,522,83:61,B5,B5,0.2041
noteOn,17844,289,71:33,B4,B4,0.1531
noteOn,17851,326,74:32,D5,D5,0.1021
noteOn,17865,336,79:27,G5,G5,0.051
noteOn,18950,485,82:63,A#5,Bb5,0.2552
noteOn,18984,357,74:40,D5,D5,0.2041
noteOn,18988,408,79:45,G5,G5,0.1531
noteOn,18989,325,70:32,A#4,Bb4,0.1021
noteOn,19005,342,67:29,G4,G4,0.051
noteOn,20037,1806,82:75,A#5,Bb5,0.2552
noteOn,20065,1275,74:46,D5,D5,0.2041
noteOn,20071,1678,70:36,A#4,Bb4,0.1531
noteOn,20088,540,68:35,G#4,Ab4,0.1021
noteOn,20088,624,65:33,F4,F4,0.1021
noteOn,21250,1402,75:66,D#5,Eb5,0.1531
noteOn,21275,662,67:36,G4,G4,0.1021
noteOn,21282,620,63:36,D#4,Eb4,0.051
noteOn,22634,199,77:42,F5,F5,0.1531
noteOn,22649,235,62:29,D4,D4,0.1021
noteOn,22660,254,65:31,F4,F4,0.051
noteOn,23089,177,70:50,A#4,Bb4,0.1021
noteOn,23424,222,72:59,C5,C5,0.051
noteOn,23827,230,69:48,A4,A4,0.1531
noteOn,23847,699,58:32,A#3,Bb3,0.1021
noteOn,23850,657,62:33,D4,D4,0.051
noteOn,24322,155,70:44,A#4,Bb4,0.051
noteOn,24975,196,68:40,G#4,Ab4,0.051
noteOn,25928,981,67:49,G4,G4,0.2041
noteOn,25934,1030,58:38,A#3,Bb3,0.1531
