type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,480,480,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,480,1307,47:43,B2,B2,0.0456,M3,120,4/4,C Major
note,1706,1306,51:53,D#3,Eb3,0.0456,P4,120,4/4,C Major
note,2930,1269,56:68,G#3,Ab3,0.0456,M3,120,4/4,C Major
note,4142,1325,52:55,E3,E3,0.0456,m3,120,4/4,C Major
note,5360,1365,49:60,C#3,Db3,0.0456,M6,120,4/4,C Major
note,6571,1326,58:66,A#3,Bb3,0.0456,m2,120,4/4,C Major
note,7839,660,59:66,B3,B3,0.0456,m2,120,4/4,C Major
note,8425,372,58:56,A#3,Bb3,0.0913,M2,120,4/4,C Major
note,8696,375,56:65,G#3,Ab3,0.0913,M2,120,4/4,C Major
note,9018,567,54:59,F#3,Gb3,0.0456,M2,120,4/4,C Major
note,9557,635,52:54,E3,E3,0.0456,m2,120,4/4,C Major
note,10109,80,51:46,D#3,Eb3,0.1369,m3,120,4/4,C Major
note,10115,1315,54:66,F#3,Gb3,0.0913,P4,120,4/4,C Major
note,10386,94,49:53,C#3,Db3,0.0913,m3,120,4/4,C Major
note,10706,1125,52:53,E3,E3,0.0456,d5,120,4/4,C Major
note,11255,1169,58:64,A#3,Bb3,0.0456,P5,120,4/4,C Major
note,11774,324,51:38,D#3,Eb3,0.0913,M2,120,4/4,C Major
note,12050,294,49:49,C#3,Db3,0.1369,M2,120,4/4,C Major
note,12354,1213,63:67,D#4,Eb4,0.1369,M3,120,4/4,C Major
note,12356,599,47:49,B2,B2,0.0913,P5,120,4/4,C Major
note,12624,388,54:41,F#3,Gb3,0.0913,M3,120,4/4,C Major
note,12895,1143,58:48,A#3,Bb3,0.0456,m2,120,4/4,C Major
note,13462,1096,59:69,B3,B3,0.0456,m3,120,4/4,C Major
note,13987,275,56:52,G#3,Ab3,0.0913,M2,120,4/4,C Major
note,14261,271,54:51,F#3,Gb3,0.1369,m2,120,4/4,C Major
note,14525,309,53:40,F3,F3,0.1369,m3,120,4/4,C Major
note,14538,1124,56:67,G#3,Ab3,0.0913,m3,120,4/4,C Major
note,14828,289,59:44,B3,B3,0.0913,M3,120,4/4,C Major
note,15098,1206,63:44,D#4,Eb4,0.0456,M2,120,4/4,C Major
note,15632,1158,65:66,F4,F4,0.0456,M3,120,4/4,C Major
note,16149,252,61:52,C#4,Db4,0.0913,M2,120,4/4,C Major
note,16415,347,59:53,B3,B3,0.1369,P5,120,4/4,C Major
note,16729,576,66:66,F#4,Gb4,0.0913,m6,120,4/4,C Major
note,16735,550,58:43,A#3,Bb3,0.0456,P5,120,4/4,C Major
note,17260,300,65:56,F4,F4,0.1369,d5,120,4/4,C Major
note,17276,568,59:36,B3,B3,0.0913,M3,120,4/4,C Major
note,17525,305,63:65,D#4,Eb4,0.1369,P4,120,4/4,C Major
note,17809,591,58:41,A#3,Bb3,0.0913,m3,120,4/4,C Major
