type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,753,72,69:80,A4,A4,0.2552
noteOn,763,318,45:57,A2,A2,0.2041
noteOn,818,103,71:72,B4,B4,0.1531
noteOn,913,56,72:69,C5,C5,0.2041
noteOn,1104,63,76:73,E5,E5,0.3062
noteOn,1292,62,72:78,C5,C5,0.4082
noteOn,1296,67,57:62,A3,A3,0.3572
noteOn,1363,85,56:70,G#3,Ab3,0.3572
noteOn,1455,72,57:70,A3,A3,0.4082
noteOn,1457,53,69:81,A4,A4,0.3572
noteOn,1526,91,56:68,G#3,Ab3,0.3062
noteOn,1621,72,57:77,A3,A3,0.3572
noteOn,1626,61,64:76,E4,E4,0.3062
noteOn,1685,115,56:71,G#3,Ab3,0.2552
noteOn,1785,56,69:87,A4,A4,0.3062
noteOn,1791,69,57:94,A3,A3,0.2552
noteOn,1970,54,72:82,C5,C5,0.3062
noteOn,1973,73,52:75,E3,E3,0.2552
noteOn,2156,71,48:72,C3,C3,0.3062
noteOn,2156,41,76:79,E5,E5,0.3062
noteOn,2342,97,71:87,B4,B4,0.2552
noteOn,2353,314,45:65,A2,A2,0.2041
noteOn,2420,113,72:78,C5,C5,0.1531
noteOn,2513,66,74:70,D5,D5,0.2041
noteOn,2693,74,77:79,F5,F5,0.3062
noteOn,2876,78,74:81,D5,D5,0.4082
noteOn,2885,50,57:60,A3,A3,0.3572
noteOn,2952,70,56:69,G#3,Ab3,0.3572
noteOn,3035,64,71:81,B4,B4,0.4082
noteOn,3036,60,57:71,A3,A3,0.3572
noteOn,3103,84,56:72,G#3,Ab3,0.3062
noteOn,3200,78,57:78,A3,A3,0.3572
noteOn,3204,61,68:82,G#4,Ab4,0.3062
noteOn,3270,114,56:79,G#3,Ab3,0.2552
noteOn,3368,71,71:88,B4,B4,0.3062
noteOn,3373,69,57:93,A3,A3,0.2552
noteOn,3544,71,53:77,F3,F3,0.3062
noteOn,3548,65,74:87,D5,D5,0.2552
noteOn,3732,67,50:74,D3,D3,0.3062
noteOn,3735,46,77:90,F5,F5,0.2552
noteOn,3913,111,74:93,D5,D5,0.2552
noteOn,3915,348,45:75,A2,A2,0.2041
noteOn,3995,109,76:82,E5,E5,0.1531
noteOn,4085,72,77:82,F5,F5,0.2041
noteOn,4263,82,80:82,G#5,Ab5,0.3062
noteOn,4445,67,77:89,F5,F5,0.4082
noteOn,4462,64,57:67,A3,A3,0.3572
noteOn,4526,83,56:73,G#3,Ab3,0.3572
noteOn,4615,63,74:84,D5,D5,0.4082
noteOn,4617,66,57:73,A3,A3,0.3572
noteOn,4683,93,56:72,G#3,Ab3,0.3062
noteOn,4783,80,57:78,A3,A3,0.3572
noteOn,4785,78,71:86,B4,B4,0.3062
noteOn,4852,107,56:76,G#3,Ab3,0.2552
noteOn,4948,77,74:92,D5,D5,0.3062
noteOn,4952,75,57:91,A3,A3,0.2552
noteOn,5136,87,77:92,F5,F5,0.3062
noteOn,5137,77,53:81,F3,F3,0.2552
noteOn,5311,68,80:86,G#5,Ab5,0.2041
noteOn,5321,109,50:76,D3,D3,0.1531
noteOn,5504,416,45:64,A2,A2,0.2552
noteOn,5512,259,81:84,A5,A5,0.2041
noteOn,5725,120,79:72,G5,G5,0.2552
noteOn,5793,88,77:70,F5,F5,0.2041
noteOn,5861,73,76:69,E5,E5,0.2041
noteOn,5942,85,74:68,D5,D5,0.1531
noteOn,6034,92,72:63,C5,C5,0.1531
noteOn,6226,89,69:68,A4,A4,0.1531
noteOn,6395,69,64:67,E4,E4,0.1531
noteOn,6577,86,60:67,C4,C4,0.1531
noteOn,6744,67,57:73,A3,A3,0.3062
noteOn,6913,48,63:80,D#4,Eb4,0.3572
noteOn,7093,125,52:72,E3,E3,0.3572
noteOn,7106,255,79:75,G5,G5,0.3062
noteOn,7111,433,71:67,B4,B4,0.2552
noteOn,7111,180,76:67,E5,E5,0.2552
noteOn,7171,110,54:76,F#3,Gb3,0.1531
noteOn,7270,72,55:81,G3,G3,0.2041
noteOn,7452,67,59:81,B3,B3,0.3062
noteOn,7621,61,55:86,G3,G3,0.4082
noteOn,7641,65,76:68,E5,E5,0.3572
noteOn,7707,73,75:72,D#5,Eb5,0.3572
noteOn,7792,67,52:77,E3,E3,0.4082
