type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval,tempo,timeSignature,keySignature
ticksPerQuarter,0,0,480,480,,,,,,
keySignature,0,0,0:0,C Major,,,,,,
timeSignature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,900,495,58:46,A#3,Bb3,0.0913,P1,120,4/4,C Major
note,924,487,46:42,A#2,Bb2,0.0456,m2,120,4/4,C Major
note,1435,67,45:52,A2,A2,0.3651,P1,120,4/4,C Major
note,1435,43,57:60,A3,A3,0.3651,m2,120,4/4,C Major
note,1497,59,58:56,A#3,Bb3,0.2739,P1,120,4/4,C Major
note,1526,43,46:49,A#2,Bb2,0.2282,m3,120,4/4,C Major
note,1549,41,61:55,C#4,Db4,0.1826,P1,120,4/4,C Major
note,1564,44,49:50,C#3,Db3,0.1369,M3,120,4/4,C Major
note,1590,44,53:58,F3,F3,0.1826,P1,120,4/4,C Major
note,1592,38,65:66,F4,F4,0.1369,m6,120,4/4,C Major
note,2045,48,45:45,A2,A2,0.3651,P1,120,4/4,C Major
note,2045,43,57:48,A3,A3,0.3651,m2,120,4/4,C Major
note,2097,64,58:55,A#3,Bb3,0.2739,P1,120,4/4,C Major
note,2107,41,46:36,A#2,Bb2,0.2282,m3,120,4/4,C Major
note,2161,40,61:49,C#4,Db4,0.1826,P1,120,4/4,C Major
note,2178,41,49:38,C#3,Db3,0.1369,M3,120,4/4,C Major
note,2215,56,65:52,F4,F4,0.0913,P1,120,4/4,C Major
note,2244,49,53:34,F3,F3,0.0456,P5,120,4/4,C Major
note,3469,76,46:103,A#2,Bb2,0.1369,P1,120,4/4,C Major
note,3469,58,58:100,A#3,Bb3,0.1369,P1,120,4/4,C Major
note,3476,65,34:97,A#1,Bb1,0.0456,P1,120,4/4,C Major
note,4212,421,70:112,A#4,Bb4,0.3651,P1,120,4/4,C Major
note,4212,352,82:105,A#5,Bb5,0.3651,P1,120,4/4,C Major
note,4212,392,94:111,A#6,Bb6,0.3651,M3,120,4/4,C Major
note,4216,417,90:99,F#6,Gb6,0.2282,m3,120,4/4,C Major
note,4221,546,63:78,D#4,Eb4,0.1826,m3,120,4/4,C Major
note,4221,514,66:89,F#4,Gb4,0.1826,m6,120,4/4,C Major
note,4227,357,58:85,A#3,Bb3,0.0913,M2,120,4/4,C Major
note,4232,410,60:84,C4,C4,0.0456,m3,120,4/4,C Major
note,5347,130,87:96,D#6,Eb6,0.8672,P4,120,4/4,C Major
note,5356,97,70:99,A#4,Bb4,0.8216,P4,120,4/4,C Major
note,5356,97,75:95,D#5,Eb5,0.8216,M6,120,4/4,C Major
note,5356,121,84:87,C6,C6,0.8216,d5,120,4/4,C Major
note,5361,133,66:86,F#4,Gb4,0.6847,m3,120,4/4,C Major
note,5363,252,63:78,D#4,Eb4,0.639,P4,120,4/4,C Major
note,5368,101,58:78,A#3,Bb3,0.5934,M2,120,4/4,C Major
note,5368,92,60:78,C4,C4,0.5934,m7,120,4/4,C Major
note,5602,21,70:86,A#4,Bb4,0.8216,P5,120,4/4,C Major
