type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,-5:0,Db Major,,
timeSignature,0,0,3:4,3/4,,
setTempo,0,0,200000,300,,
noteOn,0,959,58:33,Bb3,Bb3,0.0913
noteOn,0,959,46:33,Bb2,Bb2,0.0913
noteOn,960,159,57:33,A3,A3,0.3651
noteOn,960,159,45:33,A2,A2,0.3651
noteOn,1120,159,58:33,Bb3,Bb3,0.2739
noteOn,1120,159,46:33,Bb2,Bb2,0.2739
noteOn,1280,159,61:33,Db4,Db4,0.1826
noteOn,1280,159,49:33,Db3,Db3,0.1826
noteOn,1440,479,65:33,F4,F4,0.0913
noteOn,1440,479,53:33,F3,F3,0.0913
noteOn,2400,159,57:33,A3,A3,0.3651
noteOn,2400,159,45:33,A2,A2,0.3651
noteOn,2560,159,58:33,Bb3,Bb3,0.2739
noteOn,2560,159,46:33,Bb2,Bb2,0.2739
noteOn,2720,159,61:33,Db4,Db4,0.1826
noteOn,2720,159,49:33,Db3,Db3,0.1826
noteOn,2880,479,65:33,F4,F4,0.0913
noteOn,2880,479,53:33,F3,F3,0.0913
noteOn,5760,239,58:112,Bb3,Bb3,0.1369
noteOn,5760,239,34:112,Bb1,Bb1,0.1369
noteOn,5760,239,46:112,Bb2,Bb2,0.1369
noteOn,7200,2879,82:112,Bb5,Bb5,0.3651
noteOn,7200,2879,90:112,Gb6,Gb6,0.3651
noteOn,7200,2879,94:112,Bb6,Bb6,0.3651
noteOn,7200,2879,58:112,Bb3,Bb3,0.3651
noteOn,7200,2879,60:112,C4,C4,0.3651
noteOn,7200,2879,63:112,Eb4,Eb4,0.3651
noteOn,7200,2879,66:112,Gb4,Gb4,0.3651
noteOn,7200,2879,70:112,Bb4,Bb4,0.3651
noteOn,10080,719,75:33,Eb5,Eb5,0.3651
noteOn,10080,719,84:33,C6,C6,0.3651
noteOn,10080,719,87:33,Eb6,Eb6,0.3651
noteOn,10080,719,58:33,Bb3,Bb3,0.3651
noteOn,10080,719,60:33,C4,C4,0.3651
