type,tick_offset,tick_duration,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1503,1993,71:100,B4,B4,0.2552,P1,117,4/4,C Major
note,1503,1978,83:95,B5,B5,0.2552,M6,117,4/4,C Major
note,1505,2008,74:99,D5,D5,0.1531,m3,117,4/4,C Major
note,1508,2020,77:87,F5,F5,0.1021,M2,117,4/4,C Major
note,1511,1995,79:83,G5,G5,0.051,M7,117,4/4,C Major
note,1904,81,68:82,G#4,Ab4,0.2552,m2,117,4/4,C Major
note,2006,102,67:79,G4,G4,0.2552,M2,117,4/4,C Major
note,2103,67,65:71,F4,F4,0.3062,m3,117,4/4,C Major
note,2175,64,62:81,D4,D4,0.3062,m2,117,4/4,C Major
note,2253,45,63:69,D#4,Eb4,0.3062,m2,117,4/4,C Major
note,2328,61,62:76,D4,D4,0.3572,m3,117,4/4,C Major
note,2393,38,59:77,B3,B3,0.3572,M3,117,4/4,C Major
note,2456,41,55:69,G3,G3,0.3572,m2,117,4/4,C Major
note,2511,49,56:80,G#3,Ab3,0.3572,m2,117,4/4,C Major
note,2578,62,55:73,G3,G3,0.3572,M2,117,4/4,C Major
note,2639,47,53:83,F3,F3,0.3572,m3,117,4/4,C Major
note,2702,48,50:81,D3,D3,0.3572,m2,117,4/4,C Major
note,2751,52,51:80,D#3,Eb3,0.3062,m2,117,4/4,C Major
note,2830,49,50:84,D3,D3,0.3572,m3,117,4/4,C Major
note,2892,53,47:87,B2,B2,0.3572,M3,117,4/4,C Major
note,2954,68,43:85,G2,G2,0.3572,m2,117,4/4,C Major
note,3016,53,44:82,G#2,Ab2,0.3062,m2,117,4/4,C Major
note,3079,62,43:78,G2,G2,0.3062,M2,117,4/4,C Major
note,3141,50,41:83,F2,F2,0.3062,m3,117,4/4,C Major
note,3207,66,38:84,D2,D2,0.3062,m2,117,4/4,C Major
note,3265,56,39:77,D#2,Eb2,0.2552,m2,117,4/4,C Major
note,3328,72,38:83,D2,D2,0.2552,M2,117,4/4,C Major
note,3401,76,36:88,C2,C2,0.4593,P4,117,4/4,C Major
note,3481,99,31:85,G1,G1,0.4593,P4,117,4/4,C Major
note,3560,87,36:84,C2,C2,0.4593,P4,117,4/4,C Major
note,3660,101,31:90,G1,G1,0.6124,m2,117,4/4,C Major
note,3729,176,68:103,G#4,Ab4,0.6124,P5,117,4/4,C Major
note,3731,265,75:88,D#5,Eb5,0.5613,P4,117,4/4,C Major
note,3731,147,80:95,G#5,Ab5,0.5613,m3,117,4/4,C Major
note,3733,208,77:83,F5,F5,0.4593,P4,117,4/4,C Major
note,3742,105,36:92,C2,C2,0.4082,P4,117,4/4,C Major
note,3846,102,31:91,G1,G1,0.6124,P4,117,4/4,C Major
note,3936,112,36:86,C2,C2,0.5613,M2,117,4/4,C Major
note,3975,40,38:41,D2,D2,0.5103,P4,117,4/4,C Major
note,4025,32,67:95,G4,G4,0.4593,P1,117,4/4,C Major
note,4027,45,79:100,G5,G5,0.4082,P1,117,4/4,C Major
note,4034,203,31:94,G1,G1,0.3572,m3,117,4/4,C Major
note,4063,47,34:50,A#1,Bb1,0.3062,m2,117,4/4,C Major
note,4207,119,35:85,B1,B1,0.3062,m3,117,4/4,C Major
note,4209,1802,86:102,D6,D6,0.2552,P1,117,4/4,C Major
note,4212,1827,74:92,D5,D5,0.2041,m3,117,4/4,C Major
note,4213,1831,77:95,F5,F5,0.1531,M2,117,4/4,C Major
note,4218,1827,79:83,G5,G5,0.1021,M7,117,4/4,C Major
note,4544,56,68:82,G#4,Ab4,0.3062,m2,117,4/4,C Major
note,4626,53,67:84,G4,G4,0.3062,M2,117,4/4,C Major
note,4703,49,65:81,F4,F4,0.3572,m3,117,4/4,C Major
note,4772,56,62:81,D4,D4,0.3572,m2,117,4/4,C Major
note,4833,49,63:80,D#4,Eb4,0.3572,m2,117,4/4,C Major
note,4903,34,62:76,D4,D4,0.3572,m3,117,4/4,C Major
note,4963,36,59:81,B3,B3,0.3572,M3,117,4/4,C Major
note,5028,39,55:73,G3,G3,0.3572,m2,117,4/4,C Major
note,5086,52,56:81,G#3,Ab3,0.3572,m2,117,4/4,C Major
note,5145,54,55:82,G3,G3,0.4082,M2,117,4/4,C Major
