type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512821,116.99988885010559,,
noteOn,599,110,80:79,G#5,Ab5,0.3651
noteOn,605,65,92:77,G#6,Ab6,0.3651
noteOn,607,83,65:76,F4,F4,0.3195
noteOn,611,68,86:79,D6,D6,0.2739
noteOn,613,77,68:80,G#4,Ab4,0.2739
noteOn,614,65,89:78,F6,F6,0.2282
noteOn,617,87,62:74,D4,D4,0.1826
noteOn,621,108,58:66,A#3,Bb3,0.1369
noteOn,1081,45,46:56,A#2,Bb2,0.5934
noteOn,1093,39,58:52,A#3,Bb3,0.5934
noteOn,1170,44,57:54,A3,A3,0.639
noteOn,1179,46,50:55,D3,D3,0.5934
noteOn,1230,53,58:63,A#3,Bb3,0.5934
noteOn,1253,34,46:54,A#2,Bb2,0.5934
noteOn,1321,35,50:61,D3,D3,0.639
noteOn,1323,55,62:59,D4,D4,0.5934
noteOn,1389,41,65:63,F4,F4,0.639
noteOn,1435,36,50:51,D3,D3,0.5934
noteOn,1469,54,62:69,D4,D4,0.639
noteOn,1514,39,53:54,F3,F3,0.5934
noteOn,1536,71,65:71,F4,F4,0.5934
noteOn,1567,43,50:67,D3,D3,0.5934
noteOn,1612,98,68:65,G#4,Ab4,0.5934
noteOn,1647,55,53:69,F3,F3,0.5934
noteOn,1696,66,65:70,F4,F4,0.639
noteOn,1715,40,50:67,D3,D3,0.5934
noteOn,1771,41,62:74,D4,D4,0.639
noteOn,1783,37,53:67,F3,F3,0.5934
noteOn,1855,38,68:73,G#4,Ab4,0.639
noteOn,1861,69,53:62,F3,F3,0.5934
noteOn,1932,62,65:71,F4,F4,0.639
noteOn,1946,75,56:72,G#3,Ab3,0.5934
noteOn,1999,67,68:76,G#4,Ab4,0.639
noteOn,2032,112,53:66,F3,F3,0.5934
noteOn,2077,85,70:79,A#4,Bb4,0.639
noteOn,2109,103,56:65,G#3,Ab3,0.5934
noteOn,2144,65,53:46,F3,F3,0.639
noteOn,2154,52,68:75,G#4,Ab4,0.5934
noteOn,2212,29,56:46,G#3,Ab3,0.5934
noteOn,2221,38,65:71,F4,F4,0.5934
noteOn,2297,33,70:76,A#4,Bb4,0.5477
noteOn,2316,69,58:72,A#3,Bb3,0.5934
noteOn,2384,41,68:66,G#4,Ab4,0.5477
noteOn,2409,51,62:62,D4,D4,0.5934
noteOn,2452,52,70:71,A#4,Bb4,0.5934
noteOn,2475,35,58:65,A#3,Bb3,0.5934
noteOn,2535,92,74:70,D5,D5,0.639
noteOn,2552,51,62:53,D4,D4,0.5934
noteOn,2617,36,58:71,A#3,Bb3,0.639
noteOn,2617,64,70:70,A#4,Bb4,0.639
noteOn,2691,34,62:51,D4,D4,0.639
noteOn,2693,38,68:68,G#4,Ab4,0.5934
noteOn,2791,33,77:62,F5,F5,0.639
noteOn,2793,47,62:49,D4,D4,0.5934
noteOn,2866,50,74:63,D5,D5,0.639
noteOn,2875,48,65:58,F4,F4,0.5934
