type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1134,293,30:38,F#1,Gb1,0.3572,P1,117,4/4,C Major
note,1143,179,66:49,F#4,Gb4,0.3062,P1,117,4/4,C Major
note,1161,102,42:25,F#2,Gb2,0.2552,P1,117,4/4,C Major
note,1161,161,54:35,F#3,Gb3,0.2552,M7,117,4/4,C Major
note,1401,168,65:48,F4,F4,0.5103,P1,117,4/4,C Major
note,1403,171,29:47,F1,F1,0.4593,P1,117,4/4,C Major
note,1408,90,53:34,F3,F3,0.4082,m2,117,4/4,C Major
note,1568,91,66:70,F#4,Gb4,0.5613,P1,117,4/4,C Major
note,1571,47,30:39,F#1,Gb1,0.5103,P1,117,4/4,C Major
note,1585,55,54:48,F#3,Gb3,0.5613,P1,117,4/4,C Major
note,1602,36,42:27,F#2,Gb2,0.5103,m2,117,4/4,C Major
note,1722,50,67:48,G4,G4,0.6634,P1,117,4/4,C Major
note,1724,81,31:48,G1,G1,0.6124,m7,117,4/4,C Major
note,1726,30,65:52,F4,F4,0.5613,m3,117,4/4,C Major
note,1835,48,68:68,G#4,Ab4,0.5613,P1,117,4/4,C Major
note,1856,34,44:40,G#2,Ab2,0.6124,P1,117,4/4,C Major
note,1866,40,56:32,G#3,Ab3,0.5613,P1,117,4/4,C Major
note,1868,32,32:22,G#1,Ab1,0.5103,m2,117,4/4,C Major
note,1968,45,33:59,A1,A1,0.6634,P1,117,4/4,C Major
note,1969,112,69:63,A4,A4,0.6124,P1,117,4/4,C Major
note,1990,34,57:31,A3,A3,0.5613,M7,117,4/4,C Major
note,2094,68,68:66,G#4,Ab4,0.6124,P1,117,4/4,C Major
note,2095,33,44:56,G#2,Ab2,0.5613,P1,117,4/4,C Major
note,2104,56,56:65,G#3,Ab3,0.5613,P1,117,4/4,C Major
note,2119,60,32:39,G#1,Ab1,0.5103,m2,117,4/4,C Major
note,2228,57,31:64,G1,G1,0.6634,P1,117,4/4,C Major
note,2233,64,67:64,G4,G4,0.6124,M7,117,4/4,C Major
note,2342,36,44:60,G#2,Ab2,0.7655,P1,117,4/4,C Major
note,2344,44,56:61,G#3,Ab3,0.7144,P1,117,4/4,C Major
note,2345,46,68:66,G#4,Ab4,0.6634,P1,117,4/4,C Major
note,2351,35,32:48,G#1,Ab1,0.6124,m2,117,4/4,C Major
note,2452,42,69:65,A4,A4,0.7655,P1,117,4/4,C Major
note,2455,42,33:65,A1,A1,0.7144,P1,117,4/4,C Major
note,2486,37,57:20,A3,A3,0.6634,m2,117,4/4,C Major
note,2562,30,58:70,A#3,Bb3,0.7655,P1,117,4/4,C Major
note,2565,31,46:67,A#2,Bb2,0.7144,P1,117,4/4,C Major
note,2566,35,70:66,A#4,Bb4,0.6634,P1,117,4/4,C Major
note,2579,31,34:48,A#1,Bb1,0.6124,m2,117,4/4,C Major
note,2679,112,71:71,B4,B4,0.7655,P1,117,4/4,C Major
note,2683,36,35:66,B1,B1,0.7144,P1,117,4/4,C Major
note,2693,34,47:45,B2,B2,0.6634,P1,117,4/4,C Major
note,2711,33,59:18,B3,B3,0.6124,m2,117,4/4,C Major
note,2786,36,46:73,A#2,Bb2,0.7655,P1,117,4/4,C Major
note,2791,54,70:68,A#4,Bb4,0.7144,P1,117,4/4,C Major
note,2794,41,58:76,A#3,Bb3,0.6634,P1,117,4/4,C Major
note,2808,47,34:46,A#1,Bb1,0.6124,M7,117,4/4,C Major
note,2914,48,69:68,A4,A4,0.7655,P1,117,4/4,C Major
note,2915,36,33:66,A1,A1,0.7144,P1,117,4/4,C Major
note,2932,27,57:40,A3,A3,0.6634,M7,117,4/4,C Major
note,3013,44,46:73,A#2,Bb2,0.8165,P1,117,4/4,C Major
note,3018,30,58:74,A#3,Bb3,0.7655,P1,117,4/4,C Major
note,3024,29,70:65,A#4,Bb4,0.7144,P1,117,4/4,C Major
note,3030,51,34:55,A#1,Bb1,0.6634,m2,117,4/4,C Major
note,3135,26,47:67,B2,B2,0.8165,P1,117,4/4,C Major
note,3135,26,71:65,B4,B4,0.8165,P1,117,4/4,C Major
note,3143,29,35:50,B1,B1,0.7144,P1,117,4/4,C Major
