type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,384,1135,70:48,A#4,Bb4,0.051,P4,120,4/4,C Major
note,1297,987,65:34,F4,F4,0.051,m2,120,4/4,C Major
note,2758,498,78:53,F#5,Gb5,0.051,m2,120,4/4,C Major
note,3166,561,77:59,F5,F5,0.051,M2,120,4/4,C Major
note,3592,580,75:61,D#5,Eb5,0.051,M2,120,4/4,C Major
note,4031,545,73:51,C#5,Db5,0.1021,m6,120,4/4,C Major
note,4039,1079,65:59,F4,F4,0.051,P5,120,4/4,C Major
note,4482,545,72:60,C5,C5,0.051,m2,120,4/4,C Major
note,4904,513,73:53,C#5,Db5,0.1021,m3,120,4/4,C Major
note,4917,760,58:39,A#3,Bb3,0.051,P4,120,4/4,C Major
note,5334,458,75:52,D#5,Eb5,0.051,M2,120,4/4,C Major
note,5734,441,77:58,F5,F5,0.051,m2,120,4/4,C Major
note,6182,86,76:53,E5,E5,0.1531,m3,120,4/4,C Major
note,6191,520,73:42,C#5,Db5,0.1021,M3,120,4/4,C Major
note,6371,92,77:65,F5,F5,0.1531,M2,120,4/4,C Major
note,6610,1220,79:65,G5,G5,0.1021,P5,120,4/4,C Major
note,6613,532,72:47,C5,C5,0.051,M2,120,4/4,C Major
note,7015,551,70:58,A#4,Bb4,0.051,M2,120,4/4,C Major
note,7435,494,68:57,G#4,Ab4,0.1531,m2,120,4/4,C Major
note,7799,558,67:40,G4,G4,0.1531,m2,120,4/4,C Major
note,7808,102,80:58,G#5,Ab5,0.1021,m2,120,4/4,C Major
note,8007,79,79:60,G5,G5,0.1531,M7,120,4/4,C Major
note,8226,649,68:49,G#4,Ab4,0.1021,M6,120,4/4,C Major
note,8234,1244,77:64,F5,F5,0.051,P5,120,4/4,C Major
note,8634,622,70:56,A#4,Bb4,0.051,M2,120,4/4,C Major
note,9068,1203,72:51,C5,C5,0.051,m3,120,4/4,C Major
note,9469,66,75:48,D#5,Eb5,0.1021,M2,120,4/4,C Major
note,9658,70,73:52,C#5,Db5,0.1021,M2,120,4/4,C Major
note,9877,479,75:55,D#5,Eb5,0.051,M2,120,4/4,C Major
note,10267,542,77:65,F5,F5,0.1531,P5,120,4/4,C Major
note,10273,81,70:45,A#4,Bb4,0.1021,m2,120,4/4,C Major
note,10453,98,69:55,A4,A4,0.1531,m2,120,4/4,C Major
note,10682,518,70:51,A#4,Bb4,0.1021,m6,120,4/4,C Major
note,10684,1288,78:66,F#5,Gb5,0.051,d5,120,4/4,C Major
note,11077,645,72:58,C5,C5,0.051,m2,120,4/4,C Major
note,11514,1243,73:50,C#5,Db5,0.051,M3,120,4/4,C Major
note,11909,119,77:46,F5,F5,0.1021,M2,120,4/4,C Major
note,12104,73,75:57,D#5,Eb5,0.1021,M2,120,4/4,C Major
note,12318,493,77:67,F5,F5,0.1531,P4,120,4/4,C Major
note,12694,117,72:51,C5,C5,0.1531,P5,120,4/4,C Major
note,12699,530,79:68,G5,G5,0.1021,M6,120,4/4,C Major
note,12889,160,70:51,A#4,Bb4,0.1531,m7,120,4/4,C Major
note,13094,1257,80:69,G#5,Ab5,0.1531,m6,120,4/4,C Major
note,13119,460,72:58,C5,C5,0.1021,M2,120,4/4,C Major
note,13473,611,74:67,D5,D5,0.051,m2,120,4/4,C Major
note,13895,1070,75:61,D#5,Eb5,0.051,M3,120,4/4,C Major
note,14309,90,79:54,G5,G5,0.1021,M2,120,4/4,C Major
note,14496,75,77:71,F5,F5,0.1021,M2,120,4/4,C Major
note,14700,476,79:69,G5,G5,0.051,M2,120,4/4,C Major
note,15097,495,81:72,A5,A5,0.1531,m6,120,4/4,C Major
note,15105,99,73:67,C#5,Db5,0.1021,m2,120,4/4,C Major
note,15289,66,72:71,C5,C5,0.2041,m7,120,4/4,C Major
note,15519,1274,82:70,A#5,Bb5,0.1531,P1,120,4/4,C Major
note,15522,999,58:67,A#3,Bb3,0.1021,m3,120,4/4,C Major
note,15528,508,73:62,C#5,Db5,0.051,M2,120,4/4,C Major
note,15931,522,75:69,D#5,Eb5,0.051,m7,120,4/4,C Major
note,16351,717,53:45,F3,F3,0.1021,P1,120,4/4,C Major
