type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,480,418,64:79,E4,E4,0.0456
noteOn,1328,482,60:87,C4,C4,0.0456
noteOn,2287,517,65:86,F4,F4,0.0456
noteOn,3279,932,56:93,G#3,Ab3,0.0456
noteOn,5492,44,62:52,D4,D4,0.0913
noteOn,5930,45,59:65,B3,B3,0.0913
noteOn,6370,39,64:74,E4,E4,0.0913
noteOn,6838,47,60:65,C4,C4,0.0913
noteOn,7272,50,57:67,A3,A3,0.1369
noteOn,7726,72,54:35,F#3,Gb3,0.1369
noteOn,7739,493,69:93,A4,A4,0.0913
noteOn,8197,83,63:73,D#4,Eb4,0.1369
noteOn,8636,93,52:44,E3,E3,0.1369
noteOn,8652,454,67:92,G4,G4,0.0913
noteOn,9108,86,64:81,E4,E4,0.2739
noteOn,9199,105,62:74,D4,D4,0.2282
noteOn,9308,94,60:70,C4,C4,0.1826
noteOn,9400,119,59:68,B3,B3,0.1369
noteOn,9525,424,72:103,C5,C5,0.1369
noteOn,9531,153,57:62,A3,A3,0.0913
noteOn,9970,68,60:83,C4,C4,0.2739
noteOn,10059,98,59:75,B3,B3,0.2739
noteOn,10156,80,57:71,A3,A3,0.2739
noteOn,10249,112,55:63,G3,G3,0.2282
noteOn,10369,101,54:59,F#3,Gb3,0.1826
noteOn,10377,1583,63:88,D#4,Eb4,0.1369
noteOn,10485,89,55:61,G3,G3,0.1369
noteOn,10604,321,57:60,A3,A3,0.1369
noteOn,10951,85,55:52,G3,G3,0.2282
noteOn,11027,92,54:59,F#3,Gb3,0.2282
noteOn,11146,99,52:52,E3,E3,0.1826
noteOn,11253,87,51:56,D#3,Eb3,0.1369
noteOn,11360,83,52:53,E3,E3,0.1369
noteOn,11476,270,54:51,F#3,Gb3,0.1826
noteOn,11769,84,52:53,E3,E3,0.1826
noteOn,11860,88,51:58,D#3,Eb3,0.1369
noteOn,11946,131,49:58,C#3,Db3,0.0913
noteOn,12084,675,47:51,B2,B2,0.0913
noteOn,12506,98,69:68,A4,A4,0.2282
noteOn,12752,106,49:51,C#3,Db3,0.3195
noteOn,12851,94,51:60,D#3,Eb3,0.3195
noteOn,12963,121,66:74,F#4,Gb4,0.4108
noteOn,12970,81,52:55,E3,E3,0.3651
noteOn,13093,40,51:52,D#3,Eb3,0.3651
noteOn,13170,45,52:62,E3,E3,0.3651
noteOn,13227,39,51:64,D#3,Eb3,0.3195
noteOn,13304,44,52:65,E3,E3,0.3195
noteOn,13349,68,51:68,D#3,Eb3,0.2739
noteOn,13420,122,71:87,B4,B4,0.3195
noteOn,13429,190,52:70,E3,E3,0.2739
noteOn,13507,108,51:65,D#3,Eb3,0.2282
noteOn,13638,117,49:61,C#3,Db3,0.1826
noteOn,13737,122,51:68,D#3,Eb3,0.1369
noteOn,13878,232,67:71,G4,G4,0.1369
noteOn,13884,272,52:56,E3,E3,0.0913
noteOn,14337,171,64:75,E4,E4,0.2739
