type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,773,24,58:91,A#3,Bb3,0.2041
noteOn,866,32,58:76,A#3,Bb3,0.2041
noteOn,965,33,58:84,A#3,Bb3,0.2041
noteOn,1088,29,58:90,A#3,Bb3,0.2041
noteOn,1193,33,57:74,A3,A3,0.2041
noteOn,1290,43,58:83,A#3,Bb3,0.2041
noteOn,1396,37,54:92,F#3,Gb3,0.2041
noteOn,1499,53,54:85,F#3,Gb3,0.2041
noteOn,1594,53,57:90,A3,A3,0.2041
noteOn,1696,45,58:99,A#3,Bb3,0.2041
noteOn,1793,57,61:93,C#4,Db4,0.2041
noteOn,1898,53,60:94,C4,C4,0.2041
noteOn,2005,38,56:102,G#3,Ab3,0.2041
noteOn,2096,41,56:87,G#3,Ab3,0.2041
noteOn,2193,51,56:96,G#3,Ab3,0.2041
noteOn,2305,31,56:97,G#3,Ab3,0.2041
noteOn,2399,43,53:93,F3,F3,0.2041
noteOn,2503,52,54:96,F#3,Gb3,0.2041
noteOn,2611,33,56:98,G#3,Ab3,0.2041
noteOn,2717,45,58:92,A#3,Bb3,0.1531
noteOn,2814,42,56:93,G#3,Ab3,0.1021
noteOn,2925,122,53:101,F3,F3,0.051
noteOn,3405,22,58:61,A#3,Bb3,0.2041
noteOn,3499,32,58:64,A#3,Bb3,0.2041
noteOn,3596,33,58:70,A#3,Bb3,0.2041
noteOn,3701,30,58:65,A#3,Bb3,0.2041
noteOn,3807,28,57:56,A3,A3,0.2041
noteOn,3932,10,58:23,A#3,Bb3,0.2552
noteOn,3993,33,54:60,F#3,Gb3,0.2041
noteOn,4102,39,54:59,F#3,Gb3,0.2041
noteOn,4210,32,57:57,A3,A3,0.2552
noteOn,4298,29,58:73,A#3,Bb3,0.2041
noteOn,4403,34,61:56,C#4,Db4,0.2041
noteOn,4506,25,60:53,C4,C4,0.2041
noteOn,4592,32,56:66,G#3,Ab3,0.2041
noteOn,4691,33,56:64,G#3,Ab3,0.2041
noteOn,4794,36,56:59,G#3,Ab3,0.2041
noteOn,4907,24,56:56,G#3,Ab3,0.2041
noteOn,5020,28,53:47,F3,F3,0.2552
noteOn,5108,27,54:50,F#3,Gb3,0.2041
noteOn,5203,32,56:70,G#3,Ab3,0.2041
noteOn,5311,33,58:45,A#3,Bb3,0.1531
noteOn,5398,33,56:46,G#3,Ab3,0.1021
noteOn,5524,32,53:72,F3,F3,0.1021
noteOn,5903,33,54:90,F#3,Gb3,0.2041
noteOn,6010,48,54:86,F#3,Gb3,0.2041
noteOn,6111,55,57:91,A3,A3,0.2041
noteOn,6208,32,58:97,A#3,Bb3,0.2041
noteOn,6309,43,58:101,A#3,Bb3,0.2041
noteOn,6410,56,60:101,C4,C4,0.2041
noteOn,6514,27,63:98,D#4,Eb4,0.2041
noteOn,6611,42,63:95,D#4,Eb4,0.2552
noteOn,6709,43,61:94,C#4,Db4,0.2041
noteOn,6807,34,60:97,C4,C4,0.2041
noteOn,6899,40,60:91,C4,C4,0.2552
noteOn,6993,50,58:93,A#3,Bb3,0.2041
noteOn,7096,27,56:100,G#3,Ab3,0.2552
noteOn,7195,42,56:87,G#3,Ab3,0.2552
noteOn,7282,61,56:87,G#3,Ab3,0.2041
noteOn,7383,39,61:99,C#4,Db4,0.2041
noteOn,7476,51,61:85,C#4,Db4,0.2041
noteOn,7575,50,60:91,C4,C4,0.2041
noteOn,7675,25,58:96,A#3,Bb3,0.2041
noteOn,7774,36,56:85,G#3,Ab3,0.1531
noteOn,7868,49,58:94,A#3,Bb3,0.1021
noteOn,7987,59,53:98,F3,F3,0.051
noteOn,8432,27,54:52,F#3,Gb3,0.2041
noteOn,8534,39,54:59,F#3,Gb3,0.2041
noteOn,8623,37,57:58,A3,A3,0.2041
noteOn,8724,39,58:69,A#3,Bb3,0.2552
noteOn,8821,32,58:66,A#3,Bb3,0.2041
noteOn,8923,33,60:64,C4,C4,0.2552
noteOn,9023,21,63:60,D#4,Eb4,0.2552
noteOn,9108,57,63:72,D#4,Eb4,0.2041
noteOn,9231,31,61:39,C#4,Db4,0.2552
noteOn,9301,22,60:62,C4,C4,0.2041
noteOn,9399,51,60:69,C4,C4,0.2041
noteOn,9512,33,58:61,A#3,Bb3,0.2041
