type,tick_offset,tick_duration,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,480,480,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512821,117,,,,,,
note,1918,47,58:62,A#3,Bb3,0.3195,P5,117,4/4,C Major
note,1991,29,65:53,F4,F4,0.3195,M6,117,4/4,C Major
note,2040,60,74:62,D5,D5,0.3195,M6,117,4/4,C Major
note,2134,36,65:40,F4,F4,0.3195,m6,117,4/4,C Major
note,2199,50,57:72,A3,A3,0.3195,m6,117,4/4,C Major
note,2286,33,65:52,F4,F4,0.3195,P5,117,4/4,C Major
note,2336,60,72:63,C5,C5,0.3195,P5,117,4/4,C Major
note,2414,26,65:61,F4,F4,0.3195,P5,117,4/4,C Major
note,2484,41,58:74,A#3,Bb3,0.3195,P5,117,4/4,C Major
note,2552,47,65:62,F4,F4,0.3195,M6,117,4/4,C Major
note,2632,48,74:59,D5,D5,0.3195,M6,117,4/4,C Major
note,2707,27,65:65,F4,F4,0.3195,P1,117,4/4,C Major
note,2783,47,53:75,F3,F3,0.3195,M3,117,4/4,C Major
note,2868,37,69:67,A4,A4,0.3195,m6,117,4/4,C Major
note,2932,57,77:63,F5,F5,0.3195,m6,117,4/4,C Major
note,2981,32,69:67,A4,A4,0.3195,M2,117,4/4,C Major
note,3079,73,55:74,G3,G3,0.3195,P5,117,4/4,C Major
note,3153,35,62:71,D4,D4,0.3195,m6,117,4/4,C Major
note,3222,59,70:65,A#4,Bb4,0.3195,m6,117,4/4,C Major
note,3292,29,62:62,D4,D4,0.3195,M6,117,4/4,C Major
note,3383,53,53:59,F3,F3,0.3651,M6,117,4/4,C Major
note,3453,42,62:53,D4,D4,0.3195,P5,117,4/4,C Major
note,3547,35,69:39,A4,A4,0.3195,P5,117,4/4,C Major
note,3595,34,62:69,D4,D4,0.3195,P5,117,4/4,C Major
note,3681,46,55:71,G3,G3,0.3651,P5,117,4/4,C Major
note,3747,39,62:66,D4,D4,0.3195,m6,117,4/4,C Major
note,3813,38,70:61,A#4,Bb4,0.3195,m6,117,4/4,C Major
note,3861,34,62:69,D4,D4,0.3195,P1,117,4/4,C Major
note,3961,47,50:71,D3,D3,0.3195,m3,117,4/4,C Major
note,4028,43,65:69,F4,F4,0.3195,M6,117,4/4,C Major
note,4096,59,74:74,D5,D5,0.3195,M6,117,4/4,C Major
note,4147,27,65:61,F4,F4,0.3195,M2,117,4/4,C Major
note,4263,53,51:67,D#3,Eb3,0.3195,P5,117,4/4,C Major
note,4326,53,58:72,A#3,Bb3,0.3195,M6,117,4/4,C Major
note,4405,75,67:60,G4,G4,0.3195,M6,117,4/4,C Major
note,4467,30,58:58,A#3,Bb3,0.3195,m6,117,4/4,C Major
note,4555,48,50:71,D3,D3,0.3195,m6,117,4/4,C Major
note,4619,54,58:62,A#3,Bb3,0.3195,P5,117,4/4,C Major
note,4699,65,65:57,F4,F4,0.3195,P5,117,4/4,C Major
note,4758,58,58:58,A#3,Bb3,0.3195,P5,117,4/4,C Major
