type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,960,1830,42:35,F#2,Gb2,0.1369
noteOn,985,1751,49:30,C#3,Db3,0.0913
noteOn,1000,1989,70:44,A#4,Bb4,0.0456
noteOn,1650,388,58:26,A#3,Bb3,0.0913
noteOn,1959,211,61:33,C#4,Db4,0.1369
noteOn,2230,249,66:21,F#4,Gb4,0.1826
noteOn,2356,103,61:27,C#4,Db4,0.1826
noteOn,2527,73,58:27,A#3,Bb3,0.2282
noteOn,2645,61,61:37,C#4,Db4,0.2282
noteOn,2774,65,58:39,A#3,Bb3,0.2282
noteOn,2866,76,61:38,C#4,Db4,0.2739
noteOn,2995,82,66:44,F#4,Gb4,0.2739
noteOn,3109,98,61:37,C#4,Db4,0.2739
noteOn,3208,123,58:44,A#3,Bb3,0.2739
noteOn,3317,403,42:39,F#2,Gb2,0.2739
noteOn,3337,377,49:37,C#3,Db3,0.2282
noteOn,3352,370,70:63,A#4,Bb4,0.1826
noteOn,3534,86,58:35,A#3,Bb3,0.2282
noteOn,3648,61,61:45,C#4,Db4,0.3195
noteOn,3765,68,66:40,F#4,Gb4,0.2739
noteOn,3863,297,61:45,C#4,Db4,0.2739
noteOn,3980,109,58:45,A#3,Bb3,0.2739
noteOn,4047,831,42:39,F#2,Gb2,0.2739
noteOn,4063,446,49:43,C#3,Db3,0.2282
noteOn,4102,374,70:64,A#4,Bb4,0.1826
noteOn,4269,68,58:42,A#3,Bb3,0.1826
noteOn,4373,61,61:38,C#4,Db4,0.1826
noteOn,4494,104,66:46,F#4,Gb4,0.2282
noteOn,4629,122,61:38,C#4,Db4,0.2282
noteOn,4756,389,58:42,A#3,Bb3,0.1826
noteOn,4939,3349,39:37,D#2,Eb2,0.1826
noteOn,4949,2206,51:28,D#3,Eb3,0.1369
noteOn,5079,832,70:54,A#4,Bb4,0.0913
noteOn,5410,106,58:36,A#3,Bb3,0.1826
noteOn,5567,67,63:40,D#4,Eb4,0.1826
noteOn,5716,199,66:39,F#4,Gb4,0.1826
noteOn,5865,51,63:32,D#4,Eb4,0.2282
noteOn,5959,80,58:38,A#3,Bb3,0.2282
noteOn,6062,67,63:34,D#4,Eb4,0.2282
noteOn,6212,46,58:30,A#3,Bb3,0.2282
noteOn,6282,50,63:40,D#4,Eb4,0.2282
noteOn,6396,82,66:42,F#4,Gb4,0.1826
noteOn,6518,65,63:27,D#4,Eb4,0.1826
noteOn,6614,67,58:44,A#3,Bb3,0.1826
noteOn,6731,1138,66:53,F#4,Gb4,0.1826
noteOn,6946,52,54:29,F#3,Gb3,0.2282
noteOn,7052,41,58:34,A#3,Bb3,0.2282
noteOn,7164,346,63:42,D#4,Eb4,0.2282
noteOn,7288,62,58:30,A#3,Bb3,0.2282
noteOn,7402,67,54:41,F#3,Gb3,0.2282
noteOn,7508,68,58:41,A#3,Bb3,0.1826
noteOn,7626,79,54:40,F#3,Gb3,0.1826
