type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512821,116.99988885010559,,
noteOn,6386,2799,54:34,F#3,Gb3,0.0913
noteOn,6393,354,78:57,F#5,Gb5,0.0456
noteOn,7169,924,73:59,C#5,Db5,0.0913
noteOn,7187,1526,57:40,A3,A3,0.0456
noteOn,7860,1252,61:49,C#4,Db4,0.0456
noteOn,8508,482,69:53,A4,A4,0.1826
noteOn,8513,1268,66:42,F#4,Gb4,0.1369
noteOn,8850,382,71:63,B4,B4,0.1826
noteOn,8868,361,56:44,G#3,Ab3,0.1369
noteOn,9185,768,57:38,A3,A3,0.1369
noteOn,9198,299,73:58,C#5,Db5,0.0913
noteOn,9474,194,71:61,B4,B4,0.2282
noteOn,9694,189,69:56,A4,A4,0.2282
noteOn,9911,232,71:54,B4,B4,0.2282
noteOn,9919,820,61:38,C#4,Db4,0.1826
noteOn,9929,495,65:35,F4,F4,0.1369
noteOn,10143,192,69:55,A4,A4,0.2282
noteOn,10342,293,68:60,G#4,Ab4,0.1826
noteOn,10602,523,66:58,F#4,Gb4,0.1826
noteOn,10620,340,69:46,A4,A4,0.1369
noteOn,10622,5075,54:38,F#3,Gb3,0.0913
noteOn,10974,355,71:55,B4,B4,0.1369
noteOn,11319,1511,61:61,C#4,Db4,0.1369
noteOn,11334,395,69:46,A4,A4,0.0913
noteOn,11656,350,68:60,G#4,Ab4,0.0913
noteOn,11981,457,69:58,A4,A4,0.0913
noteOn,12308,586,73:63,C#5,Db5,0.1369
noteOn,12650,413,57:48,A3,A3,0.1826
noteOn,12666,484,78:62,F#5,Gb5,0.1369
noteOn,13004,415,80:72,G#5,Ab5,0.1826
noteOn,13005,481,59:56,B3,B3,0.1369
noteOn,13361,371,81:66,A5,A5,0.1826
noteOn,13382,331,61:47,C#4,Db4,0.1826
noteOn,13641,205,59:52,B3,B3,0.2739
noteOn,13643,246,80:68,G#5,Ab5,0.2282
noteOn,13862,248,78:66,F#5,Gb5,0.2739
noteOn,13874,186,57:50,A3,A3,0.2282
noteOn,14071,261,80:59,G#5,Ab5,0.2739
noteOn,14072,309,59:40,B3,B3,0.2282
noteOn,14289,259,78:56,F#5,Gb5,0.2739
noteOn,14305,214,57:38,A3,A3,0.2282
noteOn,14516,244,77:55,F5,F5,0.1826
noteOn,14521,215,56:38,G#3,Ab3,0.1369
noteOn,14758,286,78:57,F#5,Gb5,0.1369
noteOn,14761,1011,57:38,A3,A3,0.0913
noteOn,15230,990,73:57,C#5,Db5,0.1369
noteOn,15623,773,59:39,B3,B3,0.1369
noteOn,15628,641,56:42,G#3,Ab3,0.0913
noteOn,15970,391,77:63,F5,F5,0.1826
noteOn,16301,272,78:62,F#5,Gb5,0.1826
noteOn,16306,874,61:44,C#4,Db4,0.1369
noteOn,16316,521,57:41,A3,A3,0.0913
noteOn,16682,994,73:66,C#5,Db5,0.1369
noteOn,17052,421,68:59,G#4,Ab4,0.1369
noteOn,17055,715,59:49,B3,B3,0.0913
