type,tick_offset,tick_duration,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,480,480,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1918,78,55:59,G3,G3,0.3195,m3,117,4/4,C Major
note,2019,89,58:61,A#3,Bb3,0.2739,M2,117,4/4,C Major
note,2110,80,56:72,G#3,Ab3,0.2282,M3,117,4/4,C Major
note,2209,55,60:58,C4,C4,0.1826,M2,117,4/4,C Major
note,2316,73,58:55,A#3,Bb3,0.1369,m3,117,4/4,C Major
note,2325,73,43:54,G2,G2,0.1826,M3,117,4/4,C Major
note,2336,59,39:53,D#2,Eb2,0.1369,M3,117,4/4,C Major
note,2799,100,55:51,G3,G3,0.1369,M3,117,4/4,C Major
note,2800,55,51:47,D#3,Eb3,0.0913,M3,117,4/4,C Major
note,3206,117,67:53,G4,G4,0.3195,M3,117,4/4,C Major
note,3331,80,63:59,D#4,Eb4,0.2739,m2,117,4/4,C Major
note,3415,63,62:71,D4,D4,0.2282,m3,117,4/4,C Major
note,3506,63,65:66,F4,F4,0.1826,M2,117,4/4,C Major
note,3617,105,63:58,D#4,Eb4,0.2282,m6,117,4/4,C Major
note,3624,85,43:46,G2,G2,0.1826,M3,117,4/4,C Major
note,3634,77,39:43,D#2,Eb2,0.1369,P1,117,4/4,C Major
note,4088,96,51:37,D#3,Eb3,0.1826,M3,117,4/4,C Major
note,4094,129,55:34,G3,G3,0.1369,m6,117,4/4,C Major
note,4306,315,63:41,D#4,Eb4,0.1369,M3,117,4/4,C Major
note,4501,254,67:59,G4,G4,0.2282,m3,117,4/4,C Major
note,4701,107,70:63,A#4,Bb4,0.1826,P1,117,4/4,C Major
note,4956,201,70:57,A#4,Bb4,0.1826,P5,117,4/4,C Major
note,4975,217,63:34,D#4,Eb4,0.1369,m3,117,4/4,C Major
note,4979,211,60:31,C4,C4,0.0913,m6,117,4/4,C Major
note,5394,49,68:53,G#4,Ab4,0.3195,m2,117,4/4,C Major
note,5596,43,67:58,G4,G4,0.4108,P4,117,4/4,C Major
note,5602,47,62:43,D4,D4,0.3651,M3,117,4/4,C Major
note,5604,37,58:46,A#3,Bb3,0.3195,P5,117,4/4,C Major
note,5794,45,65:57,F4,F4,0.4108,P4,117,4/4,C Major
note,5810,38,60:41,C4,C4,0.3651,M3,117,4/4,C Major
note,5811,59,56:42,G#3,Ab3,0.3195,P5,117,4/4,C Major
note,6002,42,63:50,D#4,Eb4,0.2739,P4,117,4/4,C Major
note,6006,45,58:45,A#3,Bb3,0.2282,m3,117,4/4,C Major
note,6013,46,55:47,G3,G3,0.1826,P5,117,4/4,C Major
note,6252,263,62:54,D4,D4,0.2282,d5,117,4/4,C Major
note,6265,88,56:39,G#3,Ab3,0.1826,m3,117,4/4,C Major
note,6271,82,53:39,F3,F3,0.1369,P1,117,4/4,C Major
note,6572,48,65:47,F4,F4,0.0913,m3,117,4/4,C Major
note,6675,67,68:41,G#4,Ab4,0.0913,m7,117,4/4,C Major
