type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1133,506,64:37,E4,E4,0.051,P1,117,4/4,C Major
note,2033,446,64:49,E4,E4,0.051,P1,117,4/4,C Major
note,2736,52,64:50,E4,E4,0.1021,P1,117,4/4,C Major
note,2922,1005,64:50,E4,E4,0.051,m2,117,4/4,C Major
note,3833,955,65:53,F4,F4,0.051,m2,117,4/4,C Major
note,4694,1023,64:55,E4,E4,0.051,M3,117,4/4,C Major
note,5548,1095,60:43,C4,C4,0.051,M3,117,4/4,C Major
note,6560,1690,64:49,E4,E4,0.051,M3,117,4/4,C Major
note,9107,501,48:29,C3,C3,0.1531,M3,117,4/4,C Major
note,9117,453,64:33,E4,E4,0.1021,M3,117,4/4,C Major
note,9150,448,60:22,C4,C4,0.051,M3,117,4/4,C Major
note,9952,390,64:40,E4,E4,0.2041,M3,117,4/4,C Major
note,9968,353,48:31,C3,C3,0.1531,P5,117,4/4,C Major
note,9983,328,55:31,G3,G3,0.1021,P4,117,4/4,C Major
note,9983,365,60:31,C4,C4,0.1021,M3,117,4/4,C Major
note,10604,66,64:41,E4,E4,0.3572,M3,117,4/4,C Major
note,10612,61,48:31,C3,C3,0.3062,P1,117,4/4,C Major
note,10629,51,60:22,C4,C4,0.2552,M3,117,4/4,C Major
note,10805,730,64:49,E4,E4,0.2041,M3,117,4/4,C Major
note,10815,427,60:33,C4,C4,0.1531,P1,117,4/4,C Major
note,10824,907,48:37,C3,C3,0.1021,P5,117,4/4,C Major
note,10847,400,55:22,G3,G3,0.051,m7,117,4/4,C Major
note,11640,487,65:47,F4,F4,0.2041,m6,117,4/4,C Major
note,11641,466,57:39,A3,A3,0.1531,M3,117,4/4,C Major
note,11655,993,41:37,F2,F2,0.1021,P5,117,4/4,C Major
note,11658,483,60:36,C4,C4,0.051,M3,117,4/4,C Major
note,12586,1042,64:50,E4,E4,0.2041,M3,117,4/4,C Major
note,12597,1065,36:26,C2,C2,0.1531,P1,117,4/4,C Major
note,12621,481,60:29,C4,C4,0.1021,P4,117,4/4,C Major
note,12631,446,55:14,G3,G3,0.051,M2,117,4/4,C Major
note,13505,1090,41:41,F2,F2,0.1531,P5,117,4/4,C Major
note,13508,517,60:47,C4,C4,0.1021,m3,117,4/4,C Major
note,13510,494,57:41,A3,A3,0.051,P5,117,4/4,C Major
note,14620,2824,64:46,E4,E4,0.2041,M3,117,4/4,C Major
note,14634,1263,36:30,C2,C2,0.1531,P5,117,4/4,C Major
note,14651,763,55:34,G3,G3,0.1021,P4,117,4/4,C Major
note,14654,927,60:37,C4,C4,0.051,m2,117,4/4,C Major
note,16371,1508,35:29,B1,B1,0.1531,m3,117,4/4,C Major
note,16383,1088,62:31,D4,D4,0.1021,d5,117,4/4,C Major
note,16386,813,56:22,G#3,Ab3,0.051,M6,117,4/4,C Major
note,17907,159,101:98,F7,F7,0.3062,m6,117,4/4,C Major
note,17908,150,33:91,A1,A1,0.2552,m3,117,4/4,C Major
note,18053,64,96:78,C7,C7,0.5103,M3,117,4/4,C Major
note,18121,71,100:88,E7,E7,0.4593,P5,117,4/4,C Major
note,18191,51,93:77,A6,A6,0.5103,d5,117,4/4,C Major
note,18242,73,99:82,D#7,Eb7,0.4593,m3,117,4/4,C Major
note,18300,84,96:84,C7,C7,0.5103,m6,117,4/4,C Major
note,18374,159,64:86,E4,E4,0.6124,P5,117,4/4,C Major
note,18375,173,57:74,A3,A3,0.5613,m3,117,4/4,C Major
note,18376,138,60:75,C4,C4,0.5103,M2,117,4/4,C Major
note,18378,63,98:88,D7,D7,0.4593,P4,117,4/4,C Major
note,18429,48,93:79,A6,A6,0.6124,M3,117,4/4,C Major
note,18512,56,97:76,C#7,Db7,0.6634,M3,117,4/4,C Major
note,18573,72,93:83,A6,A6,0.6634,m3,117,4/4,C Major
note,18640,53,96:79,C7,C7,0.6634,m3,117,4/4,C Major
note,18684,30,57:67,A3,A3,0.6124,P5,117,4/4,C Major
note,18686,22,64:76,E4,E4,0.5613,M3,117,4/4,C Major
note,18687,29,60:68,C4,C4,0.5103,M3,117,4/4,C Major
note,18708,32,88:77,E6,E6,0.5103,P1,117,4/4,C Major
