type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512820,117.000117000117,,
noteOn,1138,121,80:37,G#5,Ab5,0.5613
noteOn,1142,163,77:34,F5,F5,0.5103
noteOn,1147,157,73:24,C#5,Db5,0.4593
noteOn,1222,103,81:45,A5,A5,0.5613
noteOn,1319,64,73:41,C#5,Db5,0.6634
noteOn,1321,70,77:36,F5,F5,0.6124
noteOn,1322,73,80:33,G#5,Ab5,0.5613
noteOn,1411,52,73:35,C#5,Db5,0.5613
noteOn,1415,49,77:39,F5,F5,0.5103
noteOn,1418,52,80:41,G#5,Ab5,0.4593
noteOn,1505,44,81:44,A5,A5,0.5103
noteOn,1581,36,73:37,C#5,Db5,0.5613
noteOn,1585,30,77:40,F5,F5,0.5103
noteOn,1589,37,80:35,G#5,Ab5,0.4593
noteOn,1674,66,73:37,C#5,Db5,0.4593
noteOn,1681,60,80:40,G#5,Ab5,0.5103
noteOn,1686,58,77:38,F5,F5,0.4593
noteOn,1769,109,81:39,A5,A5,0.5103
noteOn,1871,54,77:47,F5,F5,0.5103
noteOn,1880,46,80:37,G#5,Ab5,0.4593
noteOn,1895,53,73:11,C#5,Db5,0.4082
noteOn,1960,40,81:42,A5,A5,0.3572
noteOn,2053,32,80:40,G#5,Ab5,0.4082
noteOn,2063,145,73:22,C#5,Db5,0.3572
noteOn,2065,53,77:28,F5,F5,0.3062
noteOn,2118,110,77:9,F5,F5,0.3062
noteOn,2143,51,80:34,G#5,Ab5,0.2552
noteOn,2213,48,81:49,A5,A5,0.3572
noteOn,2375,43,73:38,C#5,Db5,0.4082
noteOn,2379,104,80:9,G#5,Ab5,0.3572
noteOn,2465,53,81:51,A5,A5,0.3572
noteOn,2560,47,77:43,F5,F5,0.3572
noteOn,2564,39,80:40,G#5,Ab5,0.3062
noteOn,2594,57,73:4,C#5,Db5,0.2552
noteOn,2635,51,81:46,A5,A5,0.3572
noteOn,2744,51,80:35,G#5,Ab5,0.4082
noteOn,2812,153,80:39,G#5,Ab5,0.4082
noteOn,2903,50,81:57,A5,A5,0.5103
noteOn,2984,35,77:34,F5,F5,0.5103
noteOn,2985,76,80:28,G#5,Ab5,0.4593
noteOn,3011,135,73:17,C#5,Db5,0.4082
noteOn,3075,50,77:51,F5,F5,0.5103
noteOn,3075,56,80:41,G#5,Ab5,0.5103
noteOn,3158,53,81:49,A5,A5,0.5103
noteOn,3258,48,77:41,F5,F5,0.5103
noteOn,3266,33,80:36,G#5,Ab5,0.4593
noteOn,3268,43,73:27,C#5,Db5,0.4082
noteOn,3318,65,81:46,A5,A5,0.5103
noteOn,3433,45,77:38,F5,F5,0.6124
noteOn,3439,57,80:23,G#5,Ab5,0.5613
noteOn,3448,134,73:7,C#5,Db5,0.5103
noteOn,3495,68,77:43,F5,F5,0.5103
noteOn,3496,143,80:31,G#5,Ab5,0.4593
noteOn,3588,69,81:48,A5,A5,0.5613
noteOn,3673,56,80:14,G#5,Ab5,0.5613
noteOn,3680,34,77:35,F5,F5,0.5103
noteOn,3698,69,73:29,C#5,Db5,0.4593
noteOn,3767,55,73:5,C#5,Db5,0.5613
noteOn,3767,48,77:53,F5,F5,0.5613
noteOn,3772,54,80:43,G#5,Ab5,0.4593
noteOn,3856,54,81:47,A5,A5,0.5613
noteOn,3947,68,73:31,C#5,Db5,0.5613
noteOn,3952,65,77:42,F5,F5,0.5103
noteOn,3959,48,80:35,G#5,Ab5,0.4593
noteOn,4014,51,81:50,A5,A5,0.5613
noteOn,4133,48,73:35,C#5,Db5,0.5613
noteOn,4133,58,77:22,F5,F5,0.5613
noteOn,4136,61,80:17,G#5,Ab5,0.4593
noteOn,4191,65,77:26,F5,F5,0.4593
noteOn,4197,62,80:14,G#5,Ab5,0.4082
noteOn,4205,54,73:26,C#5,Db5,0.3572
noteOn,4291,51,81:45,A5,A5,0.4593
noteOn,4378,65,80:24,G#5,Ab5,0.4593
noteOn,4392,144,77:14,F5,F5,0.4082
noteOn,4393,130,73:13,C#5,Db5,0.3572
noteOn,4461,59,80:33,G#5,Ab5,0.4082
noteOn,4541,54,81:51,A5,A5,0.4593
noteOn,4654,65,73:11,C#5,Db5,0.4593
noteOn,4660,61,77:27,F5,F5,0.4082
noteOn,4670,45,80:20,G#5,Ab5,0.3572
