type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1503,24,62:88,D4,D4,0.2552,m2,117,4/4,C Major
note,1675,37,63:51,D#4,Eb4,0.3572,m3,117,4/4,C Major
note,1694,26,66:62,F#4,Gb4,0.3062,m6,117,4/4,C Major
note,1700,26,74:67,D5,D5,0.2552,P1,117,4/4,C Major
note,1853,24,62:75,D4,D4,0.2552,m2,117,4/4,C Major
note,2027,28,63:65,D#4,Eb4,0.4082,m3,117,4/4,C Major
note,2032,23,66:82,F#4,Gb4,0.3572,m6,117,4/4,C Major
note,2040,29,74:88,D5,D5,0.3062,P1,117,4/4,C Major
note,2215,22,62:77,D4,D4,0.3062,M3,117,4/4,C Major
note,2361,25,66:69,F#4,Gb4,0.4082,m3,117,4/4,C Major
note,2365,25,69:76,A4,A4,0.3572,M3,117,4/4,C Major
note,2373,26,65:78,F4,F4,0.3062,P1,117,4/4,C Major
note,2379,22,77:80,F5,F5,0.2552,m3,117,4/4,C Major
note,2534,23,62:102,D4,D4,0.2552,m2,117,4/4,C Major
note,2680,39,63:60,D#4,Eb4,0.2552,m3,117,4/4,C Major
note,2695,25,66:80,F#4,Gb4,0.2041,m6,117,4/4,C Major
note,2714,21,74:77,D5,D5,0.1531,P1,117,4/4,C Major
note,2866,27,62:84,D4,D4,0.3062,P4,117,4/4,C Major
note,3029,27,57:83,A3,A3,0.4593,M3,117,4/4,C Major
note,3164,41,61:50,C#4,Db4,0.4593,m3,117,4/4,C Major
note,3177,22,64:67,E4,E4,0.4082,M3,117,4/4,C Major
note,3193,21,60:61,C4,C4,0.3572,P1,117,4/4,C Major
note,3193,24,72:70,C5,C5,0.3572,M3,117,4/4,C Major
note,3339,27,56:68,G#3,Ab3,0.4082,m3,117,4/4,C Major
note,3340,28,59:61,B3,B3,0.3572,M6,117,4/4,C Major
note,3341,25,68:81,G#4,Ab4,0.3062,m2,117,4/4,C Major
note,3349,29,55:67,G3,G3,0.2552,P5,117,4/4,C Major
note,3524,21,62:92,D4,D4,0.2552,m2,117,4/4,C Major
note,3674,33,63:64,D#4,Eb4,0.3572,m3,117,4/4,C Major
note,3690,23,66:70,F#4,Gb4,0.3062,m6,117,4/4,C Major
note,3702,23,74:75,D5,D5,0.2552,P1,117,4/4,C Major
note,3858,23,62:84,D4,D4,0.2552,m2,117,4/4,C Major
note,3987,32,63:71,D#4,Eb4,0.4082,m3,117,4/4,C Major
note,4001,20,66:83,F#4,Gb4,0.3572,m6,117,4/4,C Major
note,4015,29,74:95,D5,D5,0.3062,P1,117,4/4,C Major
note,4176,21,62:93,D4,D4,0.3062,M3,117,4/4,C Major
note,4320,33,66:60,F#4,Gb4,0.4082,m3,117,4/4,C Major
note,4337,23,69:78,A4,A4,0.3572,m6,117,4/4,C Major
note,4350,21,77:89,F5,F5,0.3062,P1,117,4/4,C Major
note,4351,25,65:84,F4,F4,0.2552,m3,117,4/4,C Major
note,4513,20,62:93,D4,D4,0.2552,m2,117,4/4,C Major
note,4658,33,63:63,D#4,Eb4,0.2552,m3,117,4/4,C Major
note,4673,23,66:74,F#4,Gb4,0.2041,m6,117,4/4,C Major
note,4691,22,74:74,D5,D5,0.1531,P1,117,4/4,C Major
note,4841,26,62:82,D4,D4,0.3062,P4,117,4/4,C Major
note,5008,23,57:86,A3,A3,0.4593,M3,117,4/4,C Major
note,5154,34,61:57,C#4,Db4,0.4593,m3,117,4/4,C Major
note,5158,25,64:63,E4,E4,0.4082,M3,117,4/4,C Major
note,5164,24,60:77,C4,C4,0.3572,P1,117,4/4,C Major
note,5171,26,72:67,C5,C5,0.3062,M3,117,4/4,C Major
note,5320,28,56:65,G#3,Ab3,0.4082,m3,117,4/4,C Major
note,5330,26,59:57,B3,B3,0.3572,M3,117,4/4,C Major
note,5337,31,55:71,G3,G3,0.3062,P1,117,4/4,C Major
note,5349,27,67:49,G4,G4,0.2552,P4,117,4/4,C Major
note,5506,22,62:83,D4,D4,0.2552,m2,117,4/4,C Major
note,5643,38,63:48,D#4,Eb4,0.3572,m3,117,4/4,C Major
note,5665,24,66:64,F#4,Gb4,0.3062,m6,117,4/4,C Major
