type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,480,480,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,3069,32,62:77,D4,D4,0.1826,P1,117,4/4,C Major
note,3307,31,74:69,D5,D5,0.2739,M7,117,4/4,C Major
note,3313,29,63:57,D#4,Eb4,0.2282,m2,117,4/4,C Major
note,3514,33,62:66,D4,D4,0.2282,P1,117,4/4,C Major
note,3703,32,74:89,D5,D5,0.3651,m6,117,4/4,C Major
note,3707,24,66:81,F#4,Gb4,0.3195,m3,117,4/4,C Major
note,3708,27,63:81,D#4,Eb4,0.2739,m2,117,4/4,C Major
note,3921,32,62:64,D4,D4,0.2739,m3,117,4/4,C Major
note,4110,28,77:75,F5,F5,0.3651,M7,117,4/4,C Major
note,4119,30,66:58,F#4,Gb4,0.3195,m2,117,4/4,C Major
note,4122,39,65:60,F4,F4,0.2739,M3,117,4/4,C Major
note,4122,30,69:54,A4,A4,0.2739,P5,117,4/4,C Major
note,4311,28,62:85,D4,D4,0.2282,P1,117,4/4,C Major
note,4519,26,74:78,D5,D5,0.2282,m6,117,4/4,C Major
note,4528,35,66:63,F#4,Gb4,0.1826,m3,117,4/4,C Major
note,4531,34,63:63,D#4,Eb4,0.1369,m2,117,4/4,C Major
note,4723,39,62:54,D4,D4,0.2739,P4,117,4/4,C Major
note,4906,30,57:78,A3,A3,0.4564,m3,117,4/4,C Major
note,5119,32,60:66,C4,C4,0.4564,P1,117,4/4,C Major
note,5119,30,72:74,C5,C5,0.4564,M7,117,4/4,C Major
note,5122,29,61:76,C#4,Db4,0.3651,m3,117,4/4,C Major
note,5122,34,64:66,E4,E4,0.3651,M6,117,4/4,C Major
note,5307,40,55:65,G3,G3,0.4108,m2,117,4/4,C Major
note,5307,32,56:68,G#3,Ab3,0.4108,M7,117,4/4,C Major
note,5319,33,67:55,G4,G4,0.3195,m6,117,4/4,C Major
note,5321,30,59:55,B3,B3,0.2739,P5,117,4/4,C Major
note,5325,36,66:46,F#4,Gb4,0.2282,M3,117,4/4,C Major
note,5509,29,62:81,D4,D4,0.2282,P1,117,4/4,C Major
note,5707,30,74:67,D5,D5,0.3195,M7,117,4/4,C Major
note,5709,34,63:61,D#4,Eb4,0.2739,m3,117,4/4,C Major
note,5711,32,66:59,F#4,Gb4,0.2282,M3,117,4/4,C Major
note,5902,36,62:68,D4,D4,0.2282,m2,117,4/4,C Major
note,6096,30,63:79,D#4,Eb4,0.3651,M7,117,4/4,C Major
note,6098,45,74:87,D5,D5,0.3195,m6,117,4/4,C Major
note,6099,27,66:80,F#4,Gb4,0.2739,M3,117,4/4,C Major
note,6314,38,62:64,D4,D4,0.2739,m3,117,4/4,C Major
note,6503,28,77:73,F5,F5,0.3651,M7,117,4/4,C Major
note,6511,36,66:60,F#4,Gb4,0.3195,m2,117,4/4,C Major
note,6515,42,65:58,F4,F4,0.2739,M3,117,4/4,C Major
