type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval,tempo,timeSignature,keySignature
ticksPerQuarter,0,0,384,384,,,,,,
keySignature,0,0,0:0,C Major,,,,,,
timeSignature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,663,144,63:27,D#4,Eb4,0.2041,P1,120,4/4,C Major
note,681,131,75:15,D#5,Eb5,0.1531,P1,120,4/4,C Major
note,945,127,75:27,D#5,Eb5,0.2041,P1,120,4/4,C Major
note,949,105,63:36,D#4,Eb4,0.1531,P1,120,4/4,C Major
note,1188,168,63:46,D#4,Eb4,0.2041,P1,120,4/4,C Major
note,1200,208,75:46,D#5,Eb5,0.1531,P1,120,4/4,C Major
note,1433,93,99:52,D#7,Eb7,0.2041,P1,120,4/4,C Major
note,1437,87,87:48,D#6,Eb6,0.1531,P1,120,4/4,C Major
note,1665,92,87:50,D#6,Eb6,0.2041,P1,120,4/4,C Major
note,1669,95,99:55,D#7,Eb7,0.1531,P1,120,4/4,C Major
note,1907,134,99:57,D#7,Eb7,0.2041,P1,120,4/4,C Major
note,1910,122,87:52,D#6,Eb6,0.1531,P1,120,4/4,C Major
note,2133,110,63:43,D#4,Eb4,0.2041,P1,120,4/4,C Major
note,2150,97,75:39,D#5,Eb5,0.1531,P1,120,4/4,C Major
note,2387,97,75:54,D#5,Eb5,0.2041,P1,120,4/4,C Major
note,2390,78,63:53,D#4,Eb4,0.1531,P1,120,4/4,C Major
note,2620,143,63:50,D#4,Eb4,0.2041,P1,120,4/4,C Major
note,2626,209,75:56,D#5,Eb5,0.1531,P1,120,4/4,C Major
note,2850,85,99:66,D#7,Eb7,0.2041,P1,120,4/4,C Major
note,2853,77,87:60,D#6,Eb6,0.1531,P1,120,4/4,C Major
note,3102,79,99:69,D#7,Eb7,0.2041,P1,120,4/4,C Major
note,3103,74,87:61,D#6,Eb6,0.1531,P1,120,4/4,C Major
note,3333,100,87:60,D#6,Eb6,0.2041,P1,120,4/4,C Major
note,3337,109,99:60,D#7,Eb7,0.1531,P1,120,4/4,C Major
note,3568,179,63:40,D#4,Eb4,0.2041,P1,120,4/4,C Major
note,3574,204,75:41,D#5,Eb5,0.1531,P1,120,4/4,C Major
note,3818,127,87:44,D#6,Eb6,0.2041,P1,120,4/4,C Major
note,3822,126,99:44,D#7,Eb7,0.1531,P1,120,4/4,C Major
note,4100,158,87:49,D#6,Eb6,0.2041,P1,120,4/4,C Major
note,4101,155,99:50,D#7,Eb7,0.1531,P1,120,4/4,C Major
note,4365,294,63:36,D#4,Eb4,0.2041,P1,120,4/4,C Major
note,4390,284,75:29,D#5,Eb5,0.1531,P1,120,4/4,C Major
note,4720,191,99:46,D#7,Eb7,0.1021,P1,120,4/4,C Major
note,4729,188,87:41,D#6,Eb6,0.051,P1,120,4/4,C Major
note,5330,569,99:34,D#7,Eb7,0.1021,P1,120,4/4,C Major
note,5332,597,87:35,D#6,Eb6,0.051,P1,120,4/4,C Major
note,6600,124,75:48,D#5,Eb5,0.2041,P1,120,4/4,C Major
note,6730,42,87:58,D#6,Eb6,0.2041,P1,120,4/4,C Major
note,6884,46,87:69,D#6,Eb6,0.2041,P1,120,4/4,C Major
note,6982,75,99:61,D#7,Eb7,0.3062,P1,120,4/4,C Major
note,7090,42,87:73,D#6,Eb6,0.3062,P1,120,4/4,C Major
note,7189,45,99:56,D#7,Eb7,0.3572,M2,120,4/4,C Major
note,7279,32,85:69,C#6,Db6,0.3572,P4,120,4/4,C Major
note,7351,50,56:42,G#3,Ab3,0.3572,P5,120,4/4,C Major
note,7361,51,99:64,D#7,Eb7,0.3062,P1,120,4/4,C Major
note,7395,57,63:58,D#4,Eb4,0.2552,m6,120,4/4,C Major
note,7484,28,71:51,B4,B4,0.2552,P1,120,4/4,C Major
note,7485,24,83:67,B5,B5,0.2041,M3,120,4/4,C Major
note,7580,28,99:72,D#7,Eb7,0.2041,M3,120,4/4,C Major
note,7710,22,83:59,B5,B5,0.3062,M3,120,4/4,C Major
note,7801,31,99:74,D#7,Eb7,0.3572,P4,120,4/4,C Major
note,7909,45,82:83,A#5,Bb5,0.3572,P4,120,4/4,C Major
note,8016,24,99:73,D#7,Eb7,0.3572,M3,120,4/4,C Major
note,8018,26,59:47,B3,B3,0.3062,M6,120,4/4,C Major
note,8054,99,68:53,G#4,Ab4,0.2552,P1,120,4/4,C Major
