type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,480,51,68:72,G#4,Ab4,0.1369
noteOn,777,104,70:64,A#4,Bb4,0.1826
noteOn,915,80,68:69,G#4,Ab4,0.1826
noteOn,1050,40,66:66,F#4,Gb4,0.1369
noteOn,1160,74,68:72,G#4,Ab4,0.1369
noteOn,1314,69,77:86,F5,F5,0.0913
noteOn,1614,49,73:81,C#5,Db5,0.0913
noteOn,1929,265,68:83,G#4,Ab4,0.1369
noteOn,2248,53,66:70,F#4,Gb4,0.1369
noteOn,2364,67,65:67,F4,F4,0.1369
noteOn,2497,48,66:75,F#4,Gb4,0.0913
noteOn,2796,64,75:74,D#5,Eb5,0.0913
noteOn,3092,47,65:68,F4,F4,0.0913
noteOn,3388,77,73:75,C#5,Db5,0.0913
noteOn,3686,52,63:65,D#4,Eb4,0.0913
noteOn,4000,55,72:74,C5,C5,0.0913
noteOn,4317,42,61:65,C#4,Db4,0.1369
noteOn,4646,57,73:66,C#5,Db5,0.1826
noteOn,4767,60,72:71,C5,C5,0.2282
noteOn,4915,112,73:71,C#5,Db5,0.2282
noteOn,5048,90,75:67,D#5,Eb5,0.2739
noteOn,5196,34,61:64,C#4,Db4,0.3195
noteOn,5198,65,77:78,F5,F5,0.2739
noteOn,5327,98,78:74,F#5,Gb5,0.3195
noteOn,5486,74,65:72,F4,F4,0.3651
noteOn,5491,111,80:79,G#5,Ab5,0.3195
noteOn,5618,90,79:80,G5,G5,0.3651
noteOn,5631,117,63:75,D#4,Eb4,0.3195
noteOn,5755,68,77:82,F5,F5,0.3195
noteOn,5763,78,61:70,C#4,Db4,0.2739
noteOn,5882,85,79:85,G5,G5,0.3195
noteOn,5886,86,63:79,D#4,Eb4,0.2739
noteOn,6027,110,80:83,G#5,Ab5,0.2739
noteOn,6031,64,72:90,C5,C5,0.2282
noteOn,6167,98,78:82,F#5,Gb5,0.2739
noteOn,6318,38,68:84,G#4,Ab4,0.2282
noteOn,6322,56,77:81,F5,F5,0.1826
noteOn,6453,99,75:71,D#5,Eb5,0.1369
noteOn,6620,284,63:79,D#4,Eb4,0.1826
noteOn,6627,650,77:75,F5,F5,0.1369
noteOn,6944,71,61:74,C#4,Db4,0.1826
noteOn,7076,81,60:73,C4,C4,0.2282
noteOn,7212,74,61:78,C#4,Db4,0.2282
noteOn,7346,102,75:77,D#5,Eb5,0.2739
noteOn,7490,78,70:85,A#4,Bb4,0.2739
noteOn,7500,114,73:81,C#5,Db5,0.2282
noteOn,7637,103,77:80,F5,F5,0.2739
noteOn,7783,59,60:79,C4,C4,0.2739
noteOn,7798,105,75:76,D#5,Eb5,0.2282
noteOn,7923,92,73:78,C#5,Db5,0.2739
noteOn,8080,65,68:77,G#4,Ab4,0.2739
noteOn,8080,52,72:72,C5,C5,0.2739
noteOn,8215,105,75:70,D#5,Eb5,0.2739
noteOn,8369,59,58:66,A#3,Bb3,0.2739
