type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512820,117.000117000117,,
noteOn,1134,2063,44:37,G#2,Ab2,0.2041
noteOn,1135,2137,72:47,C5,C5,0.1531
noteOn,1141,1299,51:30,D#3,Eb3,0.1021
noteOn,1145,1363,68:42,G#4,Ab4,0.051
noteOn,3067,220,51:35,D#3,Eb3,0.2041
noteOn,3068,261,68:50,G#4,Ab4,0.1531
noteOn,3074,228,48:42,C3,C3,0.1021
noteOn,3080,225,63:33,D#4,Eb4,0.051
noteOn,3644,467,68:62,G#4,Ab4,0.2041
noteOn,3650,379,51:41,D#3,Eb3,0.1531
noteOn,3653,423,63:51,D#4,Eb4,0.1021
noteOn,3654,442,48:43,C3,C3,0.051
noteOn,4529,525,68:69,G#4,Ab4,0.3062
noteOn,4533,113,63:66,D#4,Eb4,0.3062
noteOn,4534,498,48:50,C3,C3,0.2552
noteOn,4541,111,51:45,D#3,Eb3,0.2041
noteOn,4913,778,67:59,G4,G4,0.2041
noteOn,4913,1475,73:78,C#5,Db5,0.2041
noteOn,4914,1450,46:52,A#2,Bb2,0.1021
noteOn,4928,791,51:40,D#3,Eb3,0.051
noteOn,6253,1662,70:64,A#4,Bb4,0.2041
noteOn,6258,1593,67:48,G4,G4,0.1531
noteOn,6260,1698,49:50,C#3,Db3,0.1021
noteOn,6262,1675,51:40,D#3,Eb3,0.051
noteOn,8819,795,51:35,D#3,Eb3,0.2041
noteOn,8830,1808,75:53,D#5,Eb5,0.1531
noteOn,8832,1798,48:36,C3,C3,0.1021
noteOn,8834,1254,68:41,G#4,Ab4,0.051
noteOn,9433,792,56:52,G#3,Ab3,0.051
noteOn,9979,197,60:54,C4,C4,0.051
noteOn,10526,661,73:66,C#5,Db5,0.2041
noteOn,10529,644,53:50,F3,F3,0.1531
noteOn,10540,293,68:50,G#4,Ab4,0.1021
noteOn,10542,249,58:41,A#3,Bb3,0.051
noteOn,11103,289,75:69,D#5,Eb5,0.2041
noteOn,11126,230,68:59,G#4,Ab4,0.1531
noteOn,11127,220,60:39,C4,C4,0.1021
noteOn,11132,221,51:40,D#3,Eb3,0.051
noteOn,11720,297,77:67,F5,F5,0.2041
noteOn,11732,301,68:53,G#4,Ab4,0.1531
noteOn,11732,269,49:47,C#3,Db3,0.1531
noteOn,11734,221,61:33,C#4,Db4,0.051
noteOn,12510,1591,75:60,D#5,Eb5,0.2041
noteOn,12515,1598,67:50,G4,G4,0.1531
noteOn,12528,1234,58:41,A#3,Bb3,0.1021
noteOn,12535,1292,51:41,D#3,Eb3,0.051
noteOn,13934,540,74:60,D5,D5,0.051
noteOn,14403,322,67:42,G4,G4,0.2552
noteOn,14414,1725,58:39,A#3,Bb3,0.2041
noteOn,14414,287,73:61,C#5,Db5,0.2041
noteOn,14417,1756,51:40,D#3,Eb3,0.1021
noteOn,14680,152,75:57,D#5,Eb5,0.2041
noteOn,14833,106,73:66,C#5,Db5,0.2552
noteOn,14959,78,75:62,D#5,Eb5,0.2552
noteOn,15056,68,73:62,C#5,Db5,0.3062
noteOn,15137,60,75:66,D#5,Eb5,0.3062
noteOn,15217,48,73:57,C#5,Db5,0.3572
noteOn,15277,57,75:57,D#5,Eb5,0.3572
noteOn,15351,44,73:59,C#5,Db5,0.3572
noteOn,15404,54,75:61,D#5,Eb5,0.3572
noteOn,15468,46,73:59,C#5,Db5,0.3572
noteOn,15523,60,75:60,D#5,Eb5,0.3572
noteOn,15588,52,73:59,C#5,Db5,0.3572
noteOn,15639,61,75:49,D#5,Eb5,0.3572
noteOn,15703,53,73:60,C#5,Db5,0.3572
noteOn,15757,57,75:56,D#5,Eb5,0.3572
noteOn,15817,52,73:51,C#5,Db5,0.3572
noteOn,15869,61,75:57,D#5,Eb5,0.3062
noteOn,15931,60,73:56,C#5,Db5,0.3062
noteOn,15989,62,75:56,D#5,Eb5,0.3062
noteOn,16057,56,73:57,C#5,Db5,0.3062
noteOn,16120,62,75:55,D#5,Eb5,0.3062
noteOn,16191,53,73:55,C#5,Db5,0.3062
noteOn,16262,60,75:50,D#5,Eb5,0.2552
noteOn,16350,32,73:49,C#5,Db5,0.3062
noteOn,16412,47,75:45,D#5,Eb5,0.3062
noteOn,16480,40,73:55,C#5,Db5,0.2552
