type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,480,480,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1918,1950,72:54,C5,C5,0.1826,M3,117,4/4,C Major
note,1925,656,68:46,G#4,Ab4,0.1369,P1,117,4/4,C Major
note,1929,1822,44:33,G#2,Ab2,0.0913,P5,117,4/4,C Major
note,1939,917,51:35,D#3,Eb3,0.0456,P4,117,4/4,C Major
note,3741,247,68:53,G#4,Ab4,0.1826,P4,117,4/4,C Major
note,3755,274,51:32,D#3,Eb3,0.2739,P1,117,4/4,C Major
note,3757,229,63:37,D#4,Eb4,0.2282,m3,117,4/4,C Major
note,3767,240,48:37,C3,C3,0.2282,P1,117,4/4,C Major
note,4223,372,48:44,C3,C3,0.1826,m6,117,4/4,C Major
note,4227,325,68:53,G#4,Ab4,0.1369,P4,117,4/4,C Major
note,4235,363,51:30,D#3,Eb3,0.0913,P1,117,4/4,C Major
note,4240,283,63:44,D#4,Eb4,0.0456,P4,117,4/4,C Major
note,4965,305,68:65,G#4,Ab4,0.3651,P4,117,4/4,C Major
note,4981,147,63:49,D#4,Eb4,0.3195,m3,117,4/4,C Major
note,4982,229,48:46,C3,C3,0.2739,m3,117,4/4,C Major
note,4988,80,51:35,D#3,Eb3,0.2282,m7,117,4/4,C Major
note,5257,1237,73:69,C#5,Db5,0.1826,m7,117,4/4,C Major
note,5261,471,51:36,D#3,Eb3,0.1369,M3,117,4/4,C Major
note,5265,502,67:58,G4,G4,0.0913,M6,117,4/4,C Major
note,5270,1110,46:48,A#2,Bb2,0.0456,P1,117,4/4,C Major
note,6402,1331,70:46,A#4,Bb4,0.1826,P5,117,4/4,C Major
note,6410,1282,51:43,D#3,Eb3,0.1369,M3,117,4/4,C Major
note,6416,1279,67:40,G4,G4,0.0913,d5,117,4/4,C Major
note,6423,1244,49:40,C#3,Db3,0.0456,M2,117,4/4,C Major
note,8560,1620,75:61,D#5,Eb5,0.1826,m3,117,4/4,C Major
note,8581,869,48:34,C3,C3,0.1369,m3,117,4/4,C Major
note,8587,787,51:36,D#3,Eb3,0.0913,P4,117,4/4,C Major
note,8590,698,68:39,G#4,Ab4,0.0456,P1,117,4/4,C Major
note,9105,601,56:53,G#3,Ab3,0.0456,M3,117,4/4,C Major
note,9607,235,60:59,C4,C4,0.0456,m2,117,4/4,C Major
note,10143,232,73:70,C#5,Db5,0.1826,m6,117,4/4,C Major
note,10150,200,53:49,F3,F3,0.1369,P4,117,4/4,C Major
note,10151,287,58:46,A#3,Bb3,0.0913,m7,117,4/4,C Major
note,10157,194,68:53,G#4,Ab4,0.0456,P5,117,4/4,C Major
note,10668,196,75:78,D#5,Eb5,0.1826,P1,117,4/4,C Major
note,10685,174,51:58,D#3,Eb3,0.1369,M6,117,4/4,C Major
note,10685,164,60:58,C4,C4,0.1369,m6,117,4/4,C Major
note,10689,137,68:60,G#4,Ab4,0.0456,M6,117,4/4,C Major
