type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,960,960,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,2378,122,30:41,F#1,Gb1,0.1936,P1,120,4/4,C Major
note,2388,476,66:49,F#4,Gb4,0.1614,P1,120,4/4,C Major
note,2412,130,54:41,F#3,Gb3,0.1291,P1,120,4/4,C Major
note,3236,82,42:48,F#2,Gb2,0.2259,P1,120,4/4,C Major
note,3240,422,78:67,F#5,Gb5,0.1936,P1,120,4/4,C Major
note,3290,78,66:38,F#4,Gb4,0.1614,P1,120,4/4,C Major
note,4084,110,90:67,F#6,Gb6,0.2582,P1,120,4/4,C Major
note,4114,88,54:56,F#3,Gb3,0.2259,P1,120,4/4,C Major
note,4114,196,78:43,F#5,Gb5,0.2259,P1,120,4/4,C Major
note,4116,82,66:38,F#4,Gb4,0.1614,P1,120,4/4,C Major
note,4918,490,66:72,F#4,Gb4,0.2905,P1,120,4/4,C Major
note,4932,480,54:67,F#3,Gb3,0.2582,P1,120,4/4,C Major
note,4946,206,42:59,F#2,Gb2,0.2259,P1,120,4/4,C Major
note,4954,202,30:53,F#1,Gb1,0.1936,m2,120,4/4,C Major
note,5714,90,31:58,G1,G1,0.3227,M7,120,4/4,C Major
note,5718,312,66:68,F#4,Gb4,0.2905,M7,120,4/4,C Major
note,5720,140,43:57,G2,G2,0.2582,M7,120,4/4,C Major
note,5722,88,54:59,F#3,Gb3,0.2259,P4,120,4/4,C Major
note,5740,214,59:69,B3,B3,0.1936,P5,120,4/4,C Major
note,6588,304,78:83,F#5,Gb5,0.3227,M7,120,4/4,C Major
note,6590,78,43:64,G2,G2,0.2905,P1,120,4/4,C Major
note,6596,82,55:67,G3,G3,0.2582,M3,120,4/4,C Major
note,6604,186,71:74,B4,B4,0.2259,P4,120,4/4,C Major
note,6610,60,66:65,F#4,Gb4,0.1936,P1,120,4/4,C Major
note,7412,68,90:82,F#6,Gb6,0.3227,M7,120,4/4,C Major
note,7418,60,67:72,G4,G4,0.2905,M3,120,4/4,C Major
note,7418,118,83:76,B5,B5,0.2905,M3,120,4/4,C Major
note,7424,90,55:70,G3,G3,0.2259,M7,120,4/4,C Major
note,7432,134,78:75,F#5,Gb5,0.1936,P1,120,4/4,C Major
