type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,-1:0,F Major,,
timeSignature,0,0,3:4,3/4,,
setTempo,0,0,500000,120,,
noteOn,0,959,65:70,F4,F4,0.1826
noteOn,0,239,53:70,F3,F3,0.1826
noteOn,240,239,57:70,A3,A3,0.1369
noteOn,480,239,60:70,C4,C4,0.1826
noteOn,720,239,57:70,A3,A3,0.1826
noteOn,960,479,69:70,A4,A4,0.2282
noteOn,960,239,60:70,C4,C4,0.2282
noteOn,1200,239,57:70,A3,A3,0.1826
noteOn,1440,959,72:70,C5,C5,0.1826
noteOn,1440,239,53:70,F3,F3,0.1826
noteOn,1680,239,60:70,C4,C4,0.1369
noteOn,1920,239,63:70,Eb4,Eb4,0.1826
noteOn,2160,239,60:70,C4,C4,0.1826
noteOn,2400,479,69:70,A4,A4,0.2282
noteOn,2400,239,63:70,Eb4,Eb4,0.2282
noteOn,2640,239,60:70,C4,C4,0.1826
noteOn,2880,959,70:70,Bb4,Bb4,0.1826
noteOn,2880,239,53:70,F3,F3,0.1826
noteOn,3120,239,58:70,Bb3,Bb3,0.1369
noteOn,3360,239,62:70,D4,D4,0.1826
noteOn,3600,239,58:70,Bb3,Bb3,0.1826
noteOn,3840,479,79:70,G5,G5,0.2282
noteOn,3840,239,62:70,D4,D4,0.2282
noteOn,4080,239,58:70,Bb3,Bb3,0.2282
noteOn,4320,239,77:70,F5,F5,0.2739
noteOn,4320,239,53:70,F3,F3,0.2739
noteOn,4560,239,76:70,E5,E5,0.2282
noteOn,4560,239,55:70,G3,G3,0.2282
noteOn,4800,479,76:70,E5,E5,0.1826
noteOn,4800,239,58:70,Bb3,Bb3,0.1826
noteOn,5040,239,55:70,G3,G3,0.1369
noteOn,5280,239,58:70,Bb3,Bb3,0.2282
noteOn,5520,239,55:70,G3,G3,0.1826
noteOn,5760,479,77:70,F5,F5,0.1826
noteOn,5760,479,53:70,F3,F3,0.1826
noteOn,5760,479,57:70,A3,A3,0.1826
noteOn,6240,479,69:70,A4,A4,0.0913
noteOn,6720,479,74:70,D5,D5,0.0913
noteOn,7200,479,67:70,G4,G4,0.0913
noteOn,7680,719,72:70,C5,C5,0.0456
noteOn,8400,239,69:70,A4,A4,0.1369
noteOn,8640,1919,65:70,F4,F4,0.1369
noteOn,8640,479,53:70,F3,F3,0.1369
noteOn,9120,479,45:70,A2,A2,0.0913
noteOn,9600,479,50:70,D3,D3,0.1369
noteOn,10080,1439,67:70,G4,G4,0.1826
noteOn,10080,479,43:70,G2,G2,0.1826
noteOn,10560,59,64:70,E4,E4,0.3195
noteOn,10560,719,48:70,C3,C3,0.3195
noteOn,10620,59,65:70,F4,F4,0.2282
noteOn,10680,59,64:70,E4,E4,0.1826
noteOn,10740,59,65:70,F4,F4,0.1369
noteOn,10800,239,62:70,D4,D4,0.1369
noteOn,11040,479,64:70,E4,E4,0.2282
noteOn,11280,239,45:70,A2,A2,0.1826
noteOn,11520,479,69:70,A4,A4,0.2282
noteOn,11520,1919,65:70,F4,F4,0.2282
noteOn,11520,479,41:70,F2,F2,0.2282
noteOn,12000,479,70:70,Bb4,Bb4,0.1826
