type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,500000,120,,
noteOn,938,5255,52:38,E3,E3,0.1369
noteOn,943,300,64:52,E4,E4,0.0913
noteOn,1231,292,68:71,G#4,Ab4,0.1369
noteOn,1477,243,71:78,B4,B4,0.1826
noteOn,1711,598,56:50,G#3,Ab3,0.1826
noteOn,1713,244,76:76,E5,E5,0.1369
noteOn,1955,233,75:77,D#5,Eb5,0.1826
noteOn,2191,235,76:71,E5,E5,0.2739
noteOn,2322,1182,57:52,A3,A3,0.2739
noteOn,2428,62,75:70,D#5,Eb5,0.2282
noteOn,2494,58,73:69,C#5,Db5,0.2282
noteOn,2565,71,75:70,D#5,Eb5,0.1826
noteOn,2638,64,73:81,C#5,Db5,0.1369
noteOn,2712,235,71:77,B4,B4,0.0913
noteOn,2932,331,73:82,C#5,Db5,0.0913
noteOn,3211,722,76:72,E5,E5,0.0913
noteOn,3449,275,56:45,G#3,Ab3,0.1369
noteOn,3703,282,54:41,F#3,Gb3,0.2739
noteOn,3929,1035,56:43,G#3,Ab3,0.2739
noteOn,3937,48,73:57,C#5,Db5,0.2282
noteOn,4015,43,71:53,B4,B4,0.2282
noteOn,4094,35,73:55,C#5,Db5,0.1826
noteOn,4143,47,71:64,B4,B4,0.1369
noteOn,4215,225,69:61,A4,A4,0.0913
noteOn,4451,282,71:63,B4,B4,0.0913
noteOn,4715,778,76:59,E5,E5,0.0913
noteOn,4956,248,57:46,A3,A3,0.0913
noteOn,5217,296,56:46,G#3,Ab3,0.1369
noteOn,5470,241,69:59,A4,A4,0.1369
noteOn,5483,1297,54:36,F#3,Gb3,0.1369
noteOn,5715,250,71:64,B4,B4,0.0913
noteOn,5961,248,73:66,C#5,Db5,0.1369
noteOn,6202,539,51:36,D#3,Eb3,0.1369
noteOn,6206,243,71:65,B4,B4,0.0913
noteOn,6448,256,73:66,C#5,Db5,0.1369
noteOn,6691,245,69:64,A4,A4,0.1369
noteOn,6920,312,52:41,E3,E3,0.1826
noteOn,6939,238,68:71,G#4,Ab4,0.1369
noteOn,7186,266,71:77,B4,B4,0.1826
noteOn,7193,256,56:61,G#3,Ab3,0.1369
noteOn,7435,303,76:85,E5,E5,0.1826
noteOn,7440,251,59:64,B3,B3,0.1369
noteOn,7691,1093,80:83,G#5,Ab5,0.1369
noteOn,7693,262,64:61,E4,E4,0.0913
noteOn,7940,280,63:64,D#4,Eb4,0.0913
noteOn,8195,392,64:65,E4,E4,0.0913
noteOn,8489,1260,58:61,A#3,Bb3,0.0913
noteOn,8751,272,78:72,F#5,Gb5,0.1369
noteOn,9004,148,61:62,C#4,Db4,0.1826
noteOn,9005,264,76:71,E5,E5,0.1369
noteOn,9259,420,66:64,F#4,Gb4,0.1369
noteOn,9266,257,75:72,D#5,Eb5,0.0913
noteOn,9517,267,76:74,E5,E5,0.0913
noteOn,9766,130,73:71,C#5,Db5,0.1826
noteOn,10019,396,47:42,B2,B2,0.3195
