type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval,tempo,timeSignature,keySignature
ticksPerQuarter,0,0,384,384,,,,,,
keySignature,0,0,0:0,C Major,,,,,,
timeSignature,0,0,4:4,4/4,,,,,,
tempo,0,0,500000,120,,,,,,
note,704,64,61:71,C#4,Db4,0.4082,d5,120,4/4,C Major
note,735,20,79:77,G5,G5,0.3572,P1,120,4/4,C Major
note,738,70,67:67,G4,G4,0.3062,d5,120,4/4,C Major
note,748,39,85:76,C#6,Db6,0.2552,m3,120,4/4,C Major
note,752,37,88:62,E6,E6,0.2041,d5,120,4/4,C Major
note,756,55,70:75,A#4,Bb4,0.1531,P1,120,4/4,C Major
note,774,39,94:100,A#6,Bb6,0.1021,d5,120,4/4,C Major
note,776,27,76:88,E5,E5,0.051,m6,120,4/4,C Major
note,1330,44,56:62,G#3,Ab3,0.4082,d5,120,4/4,C Major
note,1355,21,74:77,D5,D5,0.3572,P1,120,4/4,C Major
note,1358,71,62:66,D4,D4,0.3062,d5,120,4/4,C Major
note,1369,24,80:79,G#5,Ab5,0.2552,m3,120,4/4,C Major
note,1376,49,65:63,F4,F4,0.2041,d5,120,4/4,C Major
note,1377,18,83:83,B5,B5,0.1531,d5,120,4/4,C Major
note,1390,18,89:101,F6,F6,0.1021,d5,120,4/4,C Major
note,1394,25,71:78,B4,B4,0.051,m6,120,4/4,C Major
note,2146,53,51:35,D#3,Eb3,0.4082,d5,120,4/4,C Major
note,2192,24,69:48,A4,A4,0.4082,P1,120,4/4,C Major
note,2206,83,57:45,A3,A3,0.3572,d5,120,4/4,C Major
note,2223,33,75:60,D#5,Eb5,0.3572,m3,120,4/4,C Major
note,2229,56,78:68,F#5,Gb5,0.3062,d5,120,4/4,C Major
note,2236,31,60:36,C4,C4,0.3062,d5,120,4/4,C Major
note,2260,31,66:63,F#4,Gb4,0.3572,d5,120,4/4,C Major
note,2275,35,84:74,C6,C6,0.3572,M2,120,4/4,C Major
note,2553,59,46:58,A#2,Bb2,0.5103,d5,120,4/4,C Major
note,2594,26,64:46,E4,E4,0.6124,d5,120,4/4,C Major
note,2616,50,70:68,A#4,Bb4,0.6124,d5,120,4/4,C Major
note,2632,58,52:49,E3,E3,0.6634,M6,120,4/4,C Major
note,2635,58,73:64,C#5,Db5,0.6124,d5,120,4/4,C Major
note,2653,40,55:36,G3,G3,0.5613,d5,120,4/4,C Major
note,2673,26,61:59,C#4,Db4,0.5103,d5,120,4/4,C Major
note,2680,55,79:80,G5,G5,0.4593,M2,120,4/4,C Major
note,2897,49,41:61,F2,F2,0.7655,d5,120,4/4,C Major
note,2928,23,59:52,B3,B3,0.7655,P1,120,4/4,C Major
note,2941,77,47:60,B2,B2,0.7655,d5,120,4/4,C Major
note,2953,34,65:67,F4,F4,0.7144,m3,120,4/4,C Major
note,2978,37,68:73,G#4,Ab4,0.6634,d5,120,4/4,C Major
note,2992,41,50:34,D3,D3,0.6124,P1,120,4/4,C Major
note,3002,44,74:84,D5,D5,0.5613,d5,120,4/4,C Major
note,3007,28,56:65,G#3,Ab3,0.5103,m6,120,4/4,C Major
note,3189,35,36:58,C2,C2,0.8675,d5,120,4/4,C Major
note,3210,23,54:64,F#3,Gb3,0.8165,P1,120,4/4,C Major
note,3225,86,42:71,F#2,Gb2,0.7655,d5,120,4/4,C Major
note,3240,39,60:64,C4,C4,0.7144,m3,120,4/4,C Major
note,3248,39,45:55,A2,A2,0.6634,d5,120,4/4,C Major
note,3268,31,63:77,D#4,Eb4,0.6124,d5,120,4/4,C Major
note,3281,55,69:92,A4,A4,0.5613,d5,120,4/4,C Major
note,3285,70,51:78,D#3,Eb3,0.5103,m3,120,4/4,C Major
note,3314,34,66:28,F#4,Gb4,0.4593,P4,120,4/4,C Major
note,3451,53,37:63,C#2,Db2,0.7655,d5,120,4/4,C Major
note,3459,28,55:67,G3,G3,0.7144,P1,120,4/4,C Major
note,3479,64,43:62,G2,G2,0.6634,d5,120,4/4,C Major
note,3492,45,61:74,C#4,Db4,0.6124,m3,120,4/4,C Major
note,3492,40,64:55,E4,E4,0.6124,d5,120,4/4,C Major
note,3507,64,46:69,A#2,Bb2,0.5103,P1,120,4/4,C Major
note,3520,35,70:91,A#4,Bb4,0.4593,d5,120,4/4,C Major
note,3521,68,52:87,E3,E3,0.4082,M2,120,4/4,C Major
