type,tick_offset,tick_length,value_raw,value_pretty,canonical,density,interval,tempo,time_signature,key_signature
ticks_per_quarter,0,0,384,384,,,,,,
key_signature,0,0,0:0,C Major,,,,,,
time_signature,0,0,4:4,4/4,,,,,,
tempo,0,0,512820,117,,,,,,
note,1503,44,72:79,C5,C5,0.051,P4,117,4/4,C Major
note,1975,31,67:76,G4,G4,0.051,m3,117,4/4,C Major
note,2409,17,64:67,E4,E4,0.1021,M3,117,4/4,C Major
note,2623,23,48:59,C3,C3,0.1021,P1,117,4/4,C Major
note,2840,34,36:43,C2,C2,0.1021,M6,117,4/4,C Major
note,3051,22,69:76,A4,A4,0.1021,P5,117,4/4,C Major
note,3265,18,62:68,D4,D4,0.1021,M2,117,4/4,C Major
note,3467,24,48:56,C3,C3,0.1021,P1,117,4/4,C Major
note,3680,43,36:45,C2,C2,0.1021,P5,117,4/4,C Major
note,3884,28,67:61,G4,G4,0.1021,P5,117,4/4,C Major
note,4099,20,60:61,C4,C4,0.1021,P1,117,4/4,C Major
note,4305,24,48:53,C3,C3,0.1021,P1,117,4/4,C Major
note,4537,36,36:39,C2,C2,0.1021,M3,117,4/4,C Major
note,4740,226,76:71,E5,E5,0.1021,M7,117,4/4,C Major
note,4957,35,65:63,F4,F4,0.1021,P4,117,4/4,C Major
note,5156,200,48:60,C3,C3,0.1021,P1,117,4/4,C Major
note,5376,44,36:52,C2,C2,0.1021,M2,117,4/4,C Major
note,5595,215,74:74,D5,D5,0.1021,m7,117,4/4,C Major
note,5805,41,64:65,E4,E4,0.1021,M3,117,4/4,C Major
note,6020,179,48:53,C3,C3,0.1021,P1,117,4/4,C Major
note,6222,35,36:55,C2,C2,0.1021,P1,117,4/4,C Major
note,6418,27,72:80,C5,C5,0.1021,m7,117,4/4,C Major
note,6634,205,62:63,D4,D4,0.1531,P5,117,4/4,C Major
note,6851,57,69:62,A4,A4,0.2041,M6,117,4/4,C Major
note,6867,141,48:44,C3,C3,0.1531,M6,117,4/4,C Major
note,7049,194,57:70,A3,A3,0.1531,M6,117,4/4,C Major
note,7056,185,36:41,C2,C2,0.1021,M7,117,4/4,C Major
note,7255,36,59:63,B3,B3,0.1021,m3,117,4/4,C Major
note,7453,208,62:61,D4,D4,0.1531,M2,117,4/4,C Major
note,7664,104,60:52,C4,C4,0.1531,P1,117,4/4,C Major
note,7667,197,48:34,C3,C3,0.1021,P1,117,4/4,C Major
note,7858,49,36:40,C2,C2,0.1531,M7,117,4/4,C Major
note,8053,26,59:53,B3,B3,0.2041,m3,117,4/4,C Major
note,8056,24,62:57,D4,D4,0.1531,m3,117,4/4,C Major
note,8271,219,65:58,F4,F4,0.2552,m3,117,4/4,C Major
note,8281,215,62:33,D4,D4,0.2041,M2,117,4/4,C Major
note,8479,96,64:47,E4,E4,0.2041,M3,117,4/4,C Major
note,8492,59,60:36,C4,C4,0.1531,P1,117,4/4,C Major
note,8494,200,48:36,C3,C3,0.1021,P1,117,4/4,C Major
note,8692,75,36:35,C2,C2,0.1531,P4,117,4/4,C Major
note,8880,21,65:57,F4,F4,0.2041,m3,117,4/4,C Major
note,8883,28,62:48,D4,D4,0.1531,P5,117,4/4,C Major
note,9095,254,69:61,A4,A4,0.3062,M3,117,4/4,C Major
note,9103,194,65:55,F4,F4,0.2552,M2,117,4/4,C Major
note,9292,155,67:58,G4,G4,0.2552,P5,117,4/4,C Major
note,9301,187,48:36,C3,C3,0.2041,M3,117,4/4,C Major
note,9318,103,64:45,E4,E4,0.2041,M3,117,4/4,C Major
note,9476,58,36:55,C2,C2,0.1531,M7,117,4/4,C Major
note,9675,47,71:84,B4,B4,0.2041,M6,117,4/4,C Major
note,9687,28,62:63,D4,D4,0.1531,P1,117,4/4,C Major
note,9889,239,74:82,D5,D5,0.2552,M6,117,4/4,C Major
note,9905,96,65:65,F4,F4,0.2552,P5,117,4/4,C Major
note,10090,148,72:81,C5,C5,0.2041,P1,117,4/4,C Major
note,10095,201,48:61,C3,C3,0.1531,M3,117,4/4,C Major
note,10112,31,64:57,E4,E4,0.1531,M3,117,4/4,C Major
note,10288,158,36:68,C2,C2,0.1531,M2,117,4/4,C Major
note,10495,67,74:92,D5,D5,0.2041,m3,117,4/4,C Major
note,10506,27,71:73,B4,B4,0.1531,d5,117,4/4,C Major
note,10808,998,77:93,F5,F5,0.1021,m3,117,4/4,C Major
